,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
74,0.716,0.632,7,-7.595,1,0.188,0.281,0.0,0.0617,0.758,192.124,audio_features,7B0eMeHAMbxbCTamE5us8J,spotify:track:7B0eMeHAMbxbCTamE5us8J,https://api.spotify.com/v1/tracks/7B0eMeHAMbxbCTamE5us8J,https://api.spotify.com/v1/audio-analysis/7B0eMeHAMbxbCTamE5us8J,199000,4
75,0.635,0.733,8,-4.53,1,0.117,0.0974,0.00105,0.0944,0.857,195.85,audio_features,2cwUACZn05NitDxsFnNSfB,spotify:track:2cwUACZn05NitDxsFnNSfB,https://api.spotify.com/v1/tracks/2cwUACZn05NitDxsFnNSfB,https://api.spotify.com/v1/audio-analysis/2cwUACZn05NitDxsFnNSfB,207895,4
76,0.615,0.668,7,-9.129,1,0.333,0.626,0.0,0.668,0.522,74.608,audio_features,7oJzEtK0F1FT0cFIPNOPY6,spotify:track:7oJzEtK0F1FT0cFIPNOPY6,https://api.spotify.com/v1/tracks/7oJzEtK0F1FT0cFIPNOPY6,https://api.spotify.com/v1/audio-analysis/7oJzEtK0F1FT0cFIPNOPY6,220707,1
77,0.885,0.769,1,-3.04,1,0.0795,0.0482,0.000196,0.607,0.76,109.965,audio_features,7u7wa5ElLqFlunGtvUniJv,spotify:track:7u7wa5ElLqFlunGtvUniJv,https://api.spotify.com/v1/tracks/7u7wa5ElLqFlunGtvUniJv,https://api.spotify.com/v1/audio-analysis/7u7wa5ElLqFlunGtvUniJv,185212,4
78,0.661,0.735,9,-8.369,1,0.293,0.117,0.0,0.19,0.779,92.107,audio_features,24FgZSdBaQXXpN0VuYSTDc,spotify:track:24FgZSdBaQXXpN0VuYSTDc,https://api.spotify.com/v1/tracks/24FgZSdBaQXXpN0VuYSTDc,https://api.spotify.com/v1/audio-analysis/24FgZSdBaQXXpN0VuYSTDc,162500,4
79,0.66,0.547,5,-8.182,0,0.0488,0.1,0.0,0.111,0.136,93.432,audio_features,20OHBUEU5ugofGDpd2KYTf,spotify:track:20OHBUEU5ugofGDpd2KYTf,https://api.spotify.com/v1/tracks/20OHBUEU5ugofGDpd2KYTf,https://api.spotify.com/v1/audio-analysis/20OHBUEU5ugofGDpd2KYTf,156500,3
80,0.656,0.939,10,-0.762,0,0.253,0.444,0.0481,0.0469,0.912,122.385,audio_features,5hG3xtRax4lX4gUTbK1UkP,spotify:track:5hG3xtRax4lX4gUTbK1UkP,https://api.spotify.com/v1/tracks/5hG3xtRax4lX4gUTbK1UkP,https://api.spotify.com/v1/audio-analysis/5hG3xtRax4lX4gUTbK1UkP,251613,4
81,0.881,0.706,7,-2.941,0,0.152,0.522,0.0,0.171,0.513,139.002,audio_features,0rmJCeOoTH673NPxw4CiqM,spotify:track:0rmJCeOoTH673NPxw4CiqM,https://api.spotify.com/v1/tracks/0rmJCeOoTH673NPxw4CiqM,https://api.spotify.com/v1/audio-analysis/0rmJCeOoTH673NPxw4CiqM,208147,4
82,0.901,0.807,8,-5.461,0,0.238,0.0349,6.5e-05,0.0405,0.894,128.08,audio_features,4LgYL1ttItQJgEnmHY9wST,spotify:track:4LgYL1ttItQJgEnmHY9wST,https://api.spotify.com/v1/tracks/4LgYL1ttItQJgEnmHY9wST,https://api.spotify.com/v1/audio-analysis/4LgYL1ttItQJgEnmHY9wST,210881,4
83,0.942,0.69,10,-8.205,0,0.0757,0.0132,0.017,0.063,0.792,125.001,audio_features,7MiA3RtXtEiPR8lEMI0i4G,spotify:track:7MiA3RtXtEiPR8lEMI0i4G,https://api.spotify.com/v1/tracks/7MiA3RtXtEiPR8lEMI0i4G,https://api.spotify.com/v1/audio-analysis/7MiA3RtXtEiPR8lEMI0i4G,226587,4
84,0.737,0.789,8,-5.57,0,0.061,0.443,0.0,0.63,0.581,143.094,audio_features,4J0dwMGNLmX4l59xRisiNT,spotify:track:4J0dwMGNLmX4l59xRisiNT,https://api.spotify.com/v1/tracks/4J0dwMGNLmX4l59xRisiNT,https://api.spotify.com/v1/audio-analysis/4J0dwMGNLmX4l59xRisiNT,216812,4
85,0.681,0.762,11,-4.981,0,0.0803,0.112,0.0,0.0901,0.825,179.922,audio_features,1ZuBUBl4LwU0TLUbC5rkNJ,spotify:track:1ZuBUBl4LwU0TLUbC5rkNJ,https://api.spotify.com/v1/tracks/1ZuBUBl4LwU0TLUbC5rkNJ,https://api.spotify.com/v1/audio-analysis/1ZuBUBl4LwU0TLUbC5rkNJ,178667,4
86,0.88,0.653,4,-5.788,0,0.177,0.00622,0.00613,0.0463,0.702,128.086,audio_features,7lRTSUr5aLu2cBcRcJpfHk,spotify:track:7lRTSUr5aLu2cBcRcJpfHk,https://api.spotify.com/v1/tracks/7lRTSUr5aLu2cBcRcJpfHk,https://api.spotify.com/v1/audio-analysis/7lRTSUr5aLu2cBcRcJpfHk,217987,4
87,0.794,0.714,1,-7.408,0,0.0648,0.376,0.0,0.18,0.727,129.987,audio_features,4RcMzaO0T8rP1cZfqayTpU,spotify:track:4RcMzaO0T8rP1cZfqayTpU,https://api.spotify.com/v1/tracks/4RcMzaO0T8rP1cZfqayTpU,https://api.spotify.com/v1/audio-analysis/4RcMzaO0T8rP1cZfqayTpU,209067,4
88,0.921,0.752,6,-4.876,0,0.251,0.0776,1.99e-05,0.0393,0.716,119.961,audio_features,3eDJUJq4AWZV7tACznMhXJ,spotify:track:3eDJUJq4AWZV7tACznMhXJ,https://api.spotify.com/v1/tracks/3eDJUJq4AWZV7tACznMhXJ,https://api.spotify.com/v1/audio-analysis/3eDJUJq4AWZV7tACznMhXJ,184946,4
89,0.701,0.863,2,-5.55,1,0.124,0.00529,0.0347,0.059,0.857,168.028,audio_features,0N7nbqVY4HgoQnyaoADmAM,spotify:track:0N7nbqVY4HgoQnyaoADmAM,https://api.spotify.com/v1/tracks/0N7nbqVY4HgoQnyaoADmAM,https://api.spotify.com/v1/audio-analysis/0N7nbqVY4HgoQnyaoADmAM,220000,4
90,0.952,0.846,4,-5.805,0,0.247,0.0515,1.26e-06,0.317,0.597,117.946,audio_features,7HR7MpHKZpnmdC7CVEhePh,spotify:track:7HR7MpHKZpnmdC7CVEhePh,https://api.spotify.com/v1/tracks/7HR7MpHKZpnmdC7CVEhePh,https://api.spotify.com/v1/audio-analysis/7HR7MpHKZpnmdC7CVEhePh,117053,4
91,0.931,0.932,0,-1.535,1,0.309,0.353,3.28e-05,0.0843,0.511,123.071,audio_features,6YRH8zh2KMbltmbSf4Qe1d,spotify:track:6YRH8zh2KMbltmbSf4Qe1d,https://api.spotify.com/v1/tracks/6YRH8zh2KMbltmbSf4Qe1d,https://api.spotify.com/v1/audio-analysis/6YRH8zh2KMbltmbSf4Qe1d,195596,4
92,0.817,0.808,7,-4.01,1,0.216,0.0434,0.0,0.125,0.617,100.044,audio_features,6m4hIAkxRTeJDPV6XsoBNR,spotify:track:6m4hIAkxRTeJDPV6XsoBNR,https://api.spotify.com/v1/tracks/6m4hIAkxRTeJDPV6XsoBNR,https://api.spotify.com/v1/audio-analysis/6m4hIAkxRTeJDPV6XsoBNR,282411,4
93,0.629,0.883,1,-4.882,1,0.25,0.248,0.000179,0.329,0.6,134.641,audio_features,3pfmXyxD0SzpVVMjK57x1r,spotify:track:3pfmXyxD0SzpVVMjK57x1r,https://api.spotify.com/v1/tracks/3pfmXyxD0SzpVVMjK57x1r,https://api.spotify.com/v1/audio-analysis/3pfmXyxD0SzpVVMjK57x1r,250510,4
94,0.919,0.907,10,-1.158,0,0.22,0.058,3.1e-05,0.0467,0.802,121.938,audio_features,1kzs05g4L7sADL1JCBVH1s,spotify:track:1kzs05g4L7sADL1JCBVH1s,https://api.spotify.com/v1/tracks/1kzs05g4L7sADL1JCBVH1s,https://api.spotify.com/v1/audio-analysis/1kzs05g4L7sADL1JCBVH1s,232151,4
95,0.542,0.847,5,-2.515,0,0.0496,0.0149,0.000532,0.0952,0.333,100.035,audio_features,7bDeSxA38xU0P1Pzot3WQm,spotify:track:7bDeSxA38xU0P1Pzot3WQm,https://api.spotify.com/v1/tracks/7bDeSxA38xU0P1Pzot3WQm,https://api.spotify.com/v1/audio-analysis/7bDeSxA38xU0P1Pzot3WQm,218406,4
96,0.857,0.74,9,-4.076,1,0.187,0.203,8.88e-05,0.0559,0.234,120.848,audio_features,4CwzrnPwasFox12WLTz6Wf,spotify:track:4CwzrnPwasFox12WLTz6Wf,https://api.spotify.com/v1/tracks/4CwzrnPwasFox12WLTz6Wf,https://api.spotify.com/v1/audio-analysis/4CwzrnPwasFox12WLTz6Wf,140494,4
97,0.868,0.828,11,-4.283,1,0.192,0.0311,1.69e-06,0.148,0.763,104.966,audio_features,43vpumD5K15N6Vb0kpuZCi,spotify:track:43vpumD5K15N6Vb0kpuZCi,https://api.spotify.com/v1/tracks/43vpumD5K15N6Vb0kpuZCi,https://api.spotify.com/v1/audio-analysis/43vpumD5K15N6Vb0kpuZCi,274840,4
98,0.918,0.752,0,-4.01,0,0.125,0.0434,1.77e-06,0.106,0.671,120.002,audio_features,1StjQHjCyI6xmC0Mihqmkl,spotify:track:1StjQHjCyI6xmC0Mihqmkl,https://api.spotify.com/v1/tracks/1StjQHjCyI6xmC0Mihqmkl,https://api.spotify.com/v1/audio-analysis/1StjQHjCyI6xmC0Mihqmkl,189523,4
99,0.817,0.803,10,-1.789,0,0.258,0.109,0.000637,0.441,0.517,123.121,audio_features,6P00nbm7byCND2pgWkNopd,spotify:track:6P00nbm7byCND2pgWkNopd,https://api.spotify.com/v1/tracks/6P00nbm7byCND2pgWkNopd,https://api.spotify.com/v1/audio-analysis/6P00nbm7byCND2pgWkNopd,275645,4
100,0.878,0.931,5,-1.17,0,0.0866,0.151,0.00408,0.0559,0.819,120.016,audio_features,3lSjcTblaKRbx4aHWXMWCH,spotify:track:3lSjcTblaKRbx4aHWXMWCH,https://api.spotify.com/v1/tracks/3lSjcTblaKRbx4aHWXMWCH,https://api.spotify.com/v1/audio-analysis/3lSjcTblaKRbx4aHWXMWCH,244000,4
101,0.913,0.86,1,-1.383,1,0.131,0.25,0.000226,0.261,0.736,120.022,audio_features,41ezMG36bvrbJaJpvlbDFf,spotify:track:41ezMG36bvrbJaJpvlbDFf,https://api.spotify.com/v1/tracks/41ezMG36bvrbJaJpvlbDFf,https://api.spotify.com/v1/audio-analysis/41ezMG36bvrbJaJpvlbDFf,230000,4
102,0.795,0.921,5,-3.762,0,0.26,0.0258,0.0,0.577,0.702,119.995,audio_features,6E77ppZLfCPdrfbIK2KLI8,spotify:track:6E77ppZLfCPdrfbIK2KLI8,https://api.spotify.com/v1/tracks/6E77ppZLfCPdrfbIK2KLI8,https://api.spotify.com/v1/audio-analysis/6E77ppZLfCPdrfbIK2KLI8,212840,4
103,0.818,0.678,11,-7.441,0,0.176,0.0285,1.66e-06,0.121,0.856,140.04,audio_features,6J7eGnU2ccuwac6P4YmOcy,spotify:track:6J7eGnU2ccuwac6P4YmOcy,https://api.spotify.com/v1/tracks/6J7eGnU2ccuwac6P4YmOcy,https://api.spotify.com/v1/audio-analysis/6J7eGnU2ccuwac6P4YmOcy,239480,4
104,0.601,0.727,6,-4.264,1,0.244,0.394,0.0,0.175,0.338,169.801,audio_features,0h94GnP9odhbOs6ph1UBqd,spotify:track:0h94GnP9odhbOs6ph1UBqd,https://api.spotify.com/v1/tracks/0h94GnP9odhbOs6ph1UBqd,https://api.spotify.com/v1/audio-analysis/0h94GnP9odhbOs6ph1UBqd,297369,4
105,0.698,0.627,11,-5.149,1,0.521,0.636,1.49e-06,0.178,0.539,170.115,audio_features,5hj6i8wM8jm2f5uWlCxw6I,spotify:track:5hj6i8wM8jm2f5uWlCxw6I,https://api.spotify.com/v1/tracks/5hj6i8wM8jm2f5uWlCxw6I,https://api.spotify.com/v1/audio-analysis/5hj6i8wM8jm2f5uWlCxw6I,220801,4
106,0.867,0.844,11,-2.768,0,0.259,0.0375,0.0,0.237,0.731,137.995,audio_features,52eBBUJW8E0aRgKmSWoA05,spotify:track:52eBBUJW8E0aRgKmSWoA05,https://api.spotify.com/v1/tracks/52eBBUJW8E0aRgKmSWoA05,https://api.spotify.com/v1/audio-analysis/52eBBUJW8E0aRgKmSWoA05,228467,4
107,0.942,0.834,10,-5.334,0,0.0752,0.0319,0.000137,0.116,0.923,122.021,audio_features,244KK3Gslw1YL0RmGt4zdA,spotify:track:244KK3Gslw1YL0RmGt4zdA,https://api.spotify.com/v1/tracks/244KK3Gslw1YL0RmGt4zdA,https://api.spotify.com/v1/audio-analysis/244KK3Gslw1YL0RmGt4zdA,194760,4
108,0.869,0.919,8,-2.417,1,0.223,0.221,0.000354,0.22,0.549,123.997,audio_features,3m7vxaQ2h9z94Rq4OjVift,spotify:track:3m7vxaQ2h9z94Rq4OjVift,https://api.spotify.com/v1/tracks/3m7vxaQ2h9z94Rq4OjVift,https://api.spotify.com/v1/audio-analysis/3m7vxaQ2h9z94Rq4OjVift,212903,4
109,0.802,0.742,10,-4.347,0,0.173,0.242,0.0,0.107,0.506,89.035,audio_features,6gv565xQpiHTY32i9rouuh,spotify:track:6gv565xQpiHTY32i9rouuh,https://api.spotify.com/v1/tracks/6gv565xQpiHTY32i9rouuh,https://api.spotify.com/v1/audio-analysis/6gv565xQpiHTY32i9rouuh,284134,4
110,0.878,0.853,11,-3.287,1,0.143,0.0255,0.000645,0.566,0.832,109.926,audio_features,2jBlDIG1zQwF9XBQqxAv5O,spotify:track:2jBlDIG1zQwF9XBQqxAv5O,https://api.spotify.com/v1/tracks/2jBlDIG1zQwF9XBQqxAv5O,https://api.spotify.com/v1/audio-analysis/2jBlDIG1zQwF9XBQqxAv5O,250749,4
111,0.878,0.828,8,-3.216,1,0.336,0.14,0.000156,0.585,0.646,125.04,audio_features,6SFnPT4nfYpfVRaJJwvfQG,spotify:track:6SFnPT4nfYpfVRaJJwvfQG,https://api.spotify.com/v1/tracks/6SFnPT4nfYpfVRaJJwvfQG,https://api.spotify.com/v1/audio-analysis/6SFnPT4nfYpfVRaJJwvfQG,200808,4
112,0.619,0.68,11,-5.804,1,0.328,0.159,3.61e-06,0.178,0.588,82.487,audio_features,4RG1T9AqbSmOBQlUpbY50s,spotify:track:4RG1T9AqbSmOBQlUpbY50s,https://api.spotify.com/v1/tracks/4RG1T9AqbSmOBQlUpbY50s,https://api.spotify.com/v1/audio-analysis/4RG1T9AqbSmOBQlUpbY50s,305824,4
113,0.828,0.513,7,-8.074,1,0.0783,0.236,0.0031,0.125,0.567,94.965,audio_features,34XJSwPrx60AWVFNYDWwsS,spotify:track:34XJSwPrx60AWVFNYDWwsS,https://api.spotify.com/v1/tracks/34XJSwPrx60AWVFNYDWwsS,https://api.spotify.com/v1/audio-analysis/34XJSwPrx60AWVFNYDWwsS,157920,4
114,0.624,0.76,7,-4.691,0,0.42,0.328,0.0,0.0906,0.482,106.164,audio_features,3Kx9laDpGOK5nmuAMgALrf,spotify:track:3Kx9laDpGOK5nmuAMgALrf,https://api.spotify.com/v1/tracks/3Kx9laDpGOK5nmuAMgALrf,https://api.spotify.com/v1/audio-analysis/3Kx9laDpGOK5nmuAMgALrf,230955,4
115,0.725,0.536,8,-8.924,1,0.0463,0.174,1.17e-06,0.153,0.531,153.561,audio_features,71meXpIGrmV3Z2jUNnEv8l,spotify:track:71meXpIGrmV3Z2jUNnEv8l,https://api.spotify.com/v1/tracks/71meXpIGrmV3Z2jUNnEv8l,https://api.spotify.com/v1/audio-analysis/71meXpIGrmV3Z2jUNnEv8l,306410,4
116,0.761,0.573,9,-6.151,0,0.349,0.571,0.0,0.0575,0.803,160.383,audio_features,17dNvMfueWbOhNqMN2rRIm,spotify:track:17dNvMfueWbOhNqMN2rRIm,https://api.spotify.com/v1/tracks/17dNvMfueWbOhNqMN2rRIm,https://api.spotify.com/v1/audio-analysis/17dNvMfueWbOhNqMN2rRIm,194640,4
117,0.917,0.823,1,-3.572,1,0.0764,0.185,0.000168,0.223,0.926,107.016,audio_features,6NFYM779eoWZ59OOMi1qLp,spotify:track:6NFYM779eoWZ59OOMi1qLp,https://api.spotify.com/v1/tracks/6NFYM779eoWZ59OOMi1qLp,https://api.spotify.com/v1/audio-analysis/6NFYM779eoWZ59OOMi1qLp,234953,4
118,0.69,0.985,1,-1.269,1,0.53,0.124,0.0,0.0944,0.676,230.008,audio_features,5h2E7FBk7BraDCjySJTV5y,spotify:track:5h2E7FBk7BraDCjySJTV5y,https://api.spotify.com/v1/tracks/5h2E7FBk7BraDCjySJTV5y,https://api.spotify.com/v1/audio-analysis/5h2E7FBk7BraDCjySJTV5y,185880,4
119,0.801,0.785,6,-3.895,1,0.343,0.267,0.0,0.0647,0.902,97.828,audio_features,5ldrlXHvzAb1oBgbQJa4bk,spotify:track:5ldrlXHvzAb1oBgbQJa4bk,https://api.spotify.com/v1/tracks/5ldrlXHvzAb1oBgbQJa4bk,https://api.spotify.com/v1/audio-analysis/5ldrlXHvzAb1oBgbQJa4bk,279184,4
120,0.931,0.932,0,-1.535,1,0.309,0.353,3.28e-05,0.0843,0.511,123.071,audio_features,6YRH8zh2KMbltmbSf4Qe1d,spotify:track:6YRH8zh2KMbltmbSf4Qe1d,https://api.spotify.com/v1/tracks/6YRH8zh2KMbltmbSf4Qe1d,https://api.spotify.com/v1/audio-analysis/6YRH8zh2KMbltmbSf4Qe1d,195596,4
121,0.739,0.826,1,-5.819,1,0.0836,0.314,0.571,0.116,0.675,115.163,audio_features,4mkKxj7pc3QNCuiXZRP0qD,spotify:track:4mkKxj7pc3QNCuiXZRP0qD,https://api.spotify.com/v1/tracks/4mkKxj7pc3QNCuiXZRP0qD,https://api.spotify.com/v1/audio-analysis/4mkKxj7pc3QNCuiXZRP0qD,173322,4
122,0.629,0.883,1,-4.882,1,0.25,0.248,0.000179,0.329,0.6,134.641,audio_features,3pfmXyxD0SzpVVMjK57x1r,spotify:track:3pfmXyxD0SzpVVMjK57x1r,https://api.spotify.com/v1/tracks/3pfmXyxD0SzpVVMjK57x1r,https://api.spotify.com/v1/audio-analysis/3pfmXyxD0SzpVVMjK57x1r,250510,4
123,0.847,0.75,10,-3.274,0,0.127,0.0931,0.00739,0.366,0.528,122.022,audio_features,15f7OgSGn8g36CHvQSToza,spotify:track:15f7OgSGn8g36CHvQSToza,https://api.spotify.com/v1/tracks/15f7OgSGn8g36CHvQSToza,https://api.spotify.com/v1/audio-analysis/15f7OgSGn8g36CHvQSToza,188893,4
124,0.932,0.898,1,-4.376,1,0.093,0.176,6.33e-06,0.0874,0.756,110.034,audio_features,2lBcOUfEHhXgGfySoP9yMo,spotify:track:2lBcOUfEHhXgGfySoP9yMo,https://api.spotify.com/v1/tracks/2lBcOUfEHhXgGfySoP9yMo,https://api.spotify.com/v1/audio-analysis/2lBcOUfEHhXgGfySoP9yMo,216999,4
125,0.897,0.835,6,-5.899,1,0.108,0.0626,0.00268,0.307,0.745,119.969,audio_features,7jACVdsThGi8kuQYmgQd0q,spotify:track:7jACVdsThGi8kuQYmgQd0q,https://api.spotify.com/v1/tracks/7jACVdsThGi8kuQYmgQd0q,https://api.spotify.com/v1/audio-analysis/7jACVdsThGi8kuQYmgQd0q,152503,4
126,0.874,0.759,1,-7.939,1,0.178,0.271,0.0176,0.39,0.867,95.983,audio_features,5iOZWIifn61GYHTRQ6j9CP,spotify:track:5iOZWIifn61GYHTRQ6j9CP,https://api.spotify.com/v1/tracks/5iOZWIifn61GYHTRQ6j9CP,https://api.spotify.com/v1/audio-analysis/5iOZWIifn61GYHTRQ6j9CP,203692,4
127,0.724,0.716,8,-5.687,0,0.297,0.332,0.0,0.111,0.301,95.966,audio_features,70Zajj2ufgawvNqDCy3BGP,spotify:track:70Zajj2ufgawvNqDCy3BGP,https://api.spotify.com/v1/tracks/70Zajj2ufgawvNqDCy3BGP,https://api.spotify.com/v1/audio-analysis/70Zajj2ufgawvNqDCy3BGP,201718,4
128,0.748,0.783,1,-6.343,0,0.0705,0.116,3.67e-05,0.36,0.758,85.009,audio_features,6MEaXOyNOzLYDk4s0wmVKu,spotify:track:6MEaXOyNOzLYDk4s0wmVKu,https://api.spotify.com/v1/tracks/6MEaXOyNOzLYDk4s0wmVKu,https://api.spotify.com/v1/audio-analysis/6MEaXOyNOzLYDk4s0wmVKu,213917,4
129,0.875,0.92,1,-2.79,1,0.153,0.471,0.0,0.623,0.896,113.0,audio_features,1ZFRLTfWMgtfa9suxR79dp,spotify:track:1ZFRLTfWMgtfa9suxR79dp,https://api.spotify.com/v1/tracks/1ZFRLTfWMgtfa9suxR79dp,https://api.spotify.com/v1/audio-analysis/1ZFRLTfWMgtfa9suxR79dp,141125,4
130,0.764,0.772,9,-4.297,1,0.214,0.254,0.0,0.226,0.648,108.09,audio_features,0UyOxy7uZEL3uvIKSVOp44,spotify:track:0UyOxy7uZEL3uvIKSVOp44,https://api.spotify.com/v1/tracks/0UyOxy7uZEL3uvIKSVOp44,https://api.spotify.com/v1/audio-analysis/0UyOxy7uZEL3uvIKSVOp44,201561,4
131,0.703,0.869,10,-2.779,0,0.291,0.695,0.0,0.129,0.773,92.129,audio_features,390mMX0DdFOaN6eeH7HwBN,spotify:track:390mMX0DdFOaN6eeH7HwBN,https://api.spotify.com/v1/tracks/390mMX0DdFOaN6eeH7HwBN,https://api.spotify.com/v1/audio-analysis/390mMX0DdFOaN6eeH7HwBN,252970,4
132,0.652,0.854,9,-6.077,0,0.0768,0.307,0.0,0.0605,0.903,93.059,audio_features,0cm86dyk6N77qzW4zGbMe1,spotify:track:0cm86dyk6N77qzW4zGbMe1,https://api.spotify.com/v1/tracks/0cm86dyk6N77qzW4zGbMe1,https://api.spotify.com/v1/audio-analysis/0cm86dyk6N77qzW4zGbMe1,196545,4
133,0.642,0.564,9,-8.564,1,0.159,0.751,0.0,0.133,0.492,159.914,audio_features,6shRLJtMmwEdLGrCHW250H,spotify:track:6shRLJtMmwEdLGrCHW250H,https://api.spotify.com/v1/tracks/6shRLJtMmwEdLGrCHW250H,https://api.spotify.com/v1/audio-analysis/6shRLJtMmwEdLGrCHW250H,221331,4
134,0.814,0.55,6,-5.461,0,0.181,0.0278,0.0,0.108,0.597,89.99,audio_features,4N1SUJE2vp2gkmG9xHbaHM,spotify:track:4N1SUJE2vp2gkmG9xHbaHM,https://api.spotify.com/v1/tracks/4N1SUJE2vp2gkmG9xHbaHM,https://api.spotify.com/v1/audio-analysis/4N1SUJE2vp2gkmG9xHbaHM,205347,4
135,0.828,0.874,0,-4.372,1,0.133,0.152,0.0,0.0569,0.855,105.966,audio_features,2UTizhOevUUIci91XcLBJA,spotify:track:2UTizhOevUUIci91XcLBJA,https://api.spotify.com/v1/tracks/2UTizhOevUUIci91XcLBJA,https://api.spotify.com/v1/audio-analysis/2UTizhOevUUIci91XcLBJA,195500,4
136,0.86,0.801,7,-4.758,1,0.183,0.0189,0.0109,0.344,0.454,109.039,audio_features,3hDD5EhhH9bxXEEuwsyQT8,spotify:track:3hDD5EhhH9bxXEEuwsyQT8,https://api.spotify.com/v1/tracks/3hDD5EhhH9bxXEEuwsyQT8,https://api.spotify.com/v1/audio-analysis/3hDD5EhhH9bxXEEuwsyQT8,171442,4
137,0.841,0.772,10,-4.32,0,0.0625,0.112,2.58e-05,0.619,0.171,122.081,audio_features,0nGzFcjJjClWr3y4fcWVJI,spotify:track:0nGzFcjJjClWr3y4fcWVJI,https://api.spotify.com/v1/tracks/0nGzFcjJjClWr3y4fcWVJI,https://api.spotify.com/v1/audio-analysis/0nGzFcjJjClWr3y4fcWVJI,171773,4
138,0.827,0.554,5,-6.039,0,0.274,0.352,0.0,0.306,0.697,104.076,audio_features,0tmfuktHn1lnzydE8T5HWA,spotify:track:0tmfuktHn1lnzydE8T5HWA,https://api.spotify.com/v1/tracks/0tmfuktHn1lnzydE8T5HWA,https://api.spotify.com/v1/audio-analysis/0tmfuktHn1lnzydE8T5HWA,174730,4
139,0.632,0.632,9,-8.305,0,0.0948,0.359,0.0,0.117,0.573,120.125,audio_features,4Lb8Si1K9zsOfF2xmiJhbO,spotify:track:4Lb8Si1K9zsOfF2xmiJhbO,https://api.spotify.com/v1/tracks/4Lb8Si1K9zsOfF2xmiJhbO,https://api.spotify.com/v1/audio-analysis/4Lb8Si1K9zsOfF2xmiJhbO,182126,4
140,0.853,0.724,7,-4.22,1,0.0712,0.289,0.0,0.687,0.6,121.989,audio_features,2Iv7PCElmi1dZfzHWzMczA,spotify:track:2Iv7PCElmi1dZfzHWzMczA,https://api.spotify.com/v1/tracks/2Iv7PCElmi1dZfzHWzMczA,https://api.spotify.com/v1/audio-analysis/2Iv7PCElmi1dZfzHWzMczA,165995,4
141,0.736,0.96,11,-3.835,0,0.0533,0.0545,0.163,0.24,0.833,117.014,audio_features,5uNOpdHMpFV9RxZ0qgNGcD,spotify:track:5uNOpdHMpFV9RxZ0qgNGcD,https://api.spotify.com/v1/tracks/5uNOpdHMpFV9RxZ0qgNGcD,https://api.spotify.com/v1/audio-analysis/5uNOpdHMpFV9RxZ0qgNGcD,235897,4
142,0.736,0.683,6,-5.81,1,0.245,0.0733,0.000142,0.0505,0.767,192.063,audio_features,4kxELPk1Je0OXgiYnVhqSs,spotify:track:4kxELPk1Je0OXgiYnVhqSs,https://api.spotify.com/v1/tracks/4kxELPk1Je0OXgiYnVhqSs,https://api.spotify.com/v1/audio-analysis/4kxELPk1Je0OXgiYnVhqSs,115391,4
143,0.808,0.651,1,-4.285,0,0.0625,0.055,0.000518,0.0801,0.491,102.023,audio_features,63FVUiJ5vaaPlrFG28oPZT,spotify:track:63FVUiJ5vaaPlrFG28oPZT,https://api.spotify.com/v1/tracks/63FVUiJ5vaaPlrFG28oPZT,https://api.spotify.com/v1/audio-analysis/63FVUiJ5vaaPlrFG28oPZT,192941,4
144,0.791,0.691,7,-7.505,1,0.0595,0.014,0.0,0.159,0.658,116.984,audio_features,0kEzIodWrEDtpKS0EYI99X,spotify:track:0kEzIodWrEDtpKS0EYI99X,https://api.spotify.com/v1/tracks/0kEzIodWrEDtpKS0EYI99X,https://api.spotify.com/v1/audio-analysis/0kEzIodWrEDtpKS0EYI99X,193974,4
145,0.815,0.693,2,-6.298,0,0.0782,0.0654,0.000445,0.0714,0.803,126.01,audio_features,4Q6Z7fn2xVhPZ1xn0XfEOY,spotify:track:4Q6Z7fn2xVhPZ1xn0XfEOY,https://api.spotify.com/v1/tracks/4Q6Z7fn2xVhPZ1xn0XfEOY,https://api.spotify.com/v1/audio-analysis/4Q6Z7fn2xVhPZ1xn0XfEOY,237042,4
146,0.794,0.814,11,-4.921,1,0.161,0.107,6.98e-06,0.131,0.826,105.018,audio_features,42sMYgin1f4iFDzo47LyOE,spotify:track:42sMYgin1f4iFDzo47LyOE,https://api.spotify.com/v1/tracks/42sMYgin1f4iFDzo47LyOE,https://api.spotify.com/v1/audio-analysis/42sMYgin1f4iFDzo47LyOE,194529,4
147,0.87,0.823,1,-3.993,0,0.0676,0.0227,0.000537,0.0773,0.705,120.022,audio_features,6S5TzrDnSNzHwFArQVosrU,spotify:track:6S5TzrDnSNzHwFArQVosrU,https://api.spotify.com/v1/tracks/6S5TzrDnSNzHwFArQVosrU,https://api.spotify.com/v1/audio-analysis/6S5TzrDnSNzHwFArQVosrU,172000,4
148,0.799,0.595,2,-7.015,1,0.193,0.259,0.0,0.344,0.555,120.06,audio_features,3LgtCt7CVhMvNSMGoQD9i1,spotify:track:3LgtCt7CVhMvNSMGoQD9i1,https://api.spotify.com/v1/tracks/3LgtCt7CVhMvNSMGoQD9i1,https://api.spotify.com/v1/audio-analysis/3LgtCt7CVhMvNSMGoQD9i1,328000,4
