,artist_name,artist_popularity,artist_id,track_name,track_popularity,track_duration_ms,track_id,album_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Recogelo,50,171282,1VDSBoi7eGLGxh10nVHUfN,4v25w5u9JmarAGjE3jcByx,0.603,0.758,0,-4.98,0,0.393,0.297,0.00924,0.0833,0.571,155.77,audio_features,1VDSBoi7eGLGxh10nVHUfN,spotify:track:1VDSBoi7eGLGxh10nVHUfN,https://api.spotify.com/v1/tracks/1VDSBoi7eGLGxh10nVHUfN,https://api.spotify.com/v1/audio-analysis/1VDSBoi7eGLGxh10nVHUfN,171282,5
1,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Recogelo,50,171282,1VDSBoi7eGLGxh10nVHUfN,4v25w5u9JmarAGjE3jcByx,0.603,0.758,0,-4.98,0,0.393,0.297,0.00924,0.0833,0.571,155.77,audio_features,1VDSBoi7eGLGxh10nVHUfN,spotify:track:1VDSBoi7eGLGxh10nVHUfN,https://api.spotify.com/v1/tracks/1VDSBoi7eGLGxh10nVHUfN,https://api.spotify.com/v1/audio-analysis/1VDSBoi7eGLGxh10nVHUfN,171282,5
2,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Recogelo,50,171282,1VDSBoi7eGLGxh10nVHUfN,4v25w5u9JmarAGjE3jcByx,0.603,0.758,0,-4.98,0,0.393,0.297,0.00924,0.0833,0.571,155.77,audio_features,1VDSBoi7eGLGxh10nVHUfN,spotify:track:1VDSBoi7eGLGxh10nVHUfN,https://api.spotify.com/v1/tracks/1VDSBoi7eGLGxh10nVHUfN,https://api.spotify.com/v1/audio-analysis/1VDSBoi7eGLGxh10nVHUfN,171282,5
3,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Recogelo,50,171282,1VDSBoi7eGLGxh10nVHUfN,4v25w5u9JmarAGjE3jcByx,0.603,0.758,0,-4.98,0,0.393,0.297,0.00924,0.0833,0.571,155.77,audio_features,1VDSBoi7eGLGxh10nVHUfN,spotify:track:1VDSBoi7eGLGxh10nVHUfN,https://api.spotify.com/v1/tracks/1VDSBoi7eGLGxh10nVHUfN,https://api.spotify.com/v1/audio-analysis/1VDSBoi7eGLGxh10nVHUfN,171282,5
4,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Un Dia Si,50,164307,5qRhzFjGqvJN9RSQRFV2J2,4v25w5u9JmarAGjE3jcByx,0.859,0.663,1,-4.247,0,0.182,0.0932,3.04e-06,0.251,0.622,154.978,audio_features,5qRhzFjGqvJN9RSQRFV2J2,spotify:track:5qRhzFjGqvJN9RSQRFV2J2,https://api.spotify.com/v1/tracks/5qRhzFjGqvJN9RSQRFV2J2,https://api.spotify.com/v1/audio-analysis/5qRhzFjGqvJN9RSQRFV2J2,164308,4
5,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Un Dia Si,50,164307,5qRhzFjGqvJN9RSQRFV2J2,4v25w5u9JmarAGjE3jcByx,0.859,0.663,1,-4.247,0,0.182,0.0932,3.04e-06,0.251,0.622,154.978,audio_features,5qRhzFjGqvJN9RSQRFV2J2,spotify:track:5qRhzFjGqvJN9RSQRFV2J2,https://api.spotify.com/v1/tracks/5qRhzFjGqvJN9RSQRFV2J2,https://api.spotify.com/v1/audio-analysis/5qRhzFjGqvJN9RSQRFV2J2,164308,4
6,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Un Dia Si,50,164307,5qRhzFjGqvJN9RSQRFV2J2,4v25w5u9JmarAGjE3jcByx,0.859,0.663,1,-4.247,0,0.182,0.0932,3.04e-06,0.251,0.622,154.978,audio_features,5qRhzFjGqvJN9RSQRFV2J2,spotify:track:5qRhzFjGqvJN9RSQRFV2J2,https://api.spotify.com/v1/tracks/5qRhzFjGqvJN9RSQRFV2J2,https://api.spotify.com/v1/audio-analysis/5qRhzFjGqvJN9RSQRFV2J2,164308,4
7,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Un Dia Si,50,164307,5qRhzFjGqvJN9RSQRFV2J2,4v25w5u9JmarAGjE3jcByx,0.859,0.663,1,-4.247,0,0.182,0.0932,3.04e-06,0.251,0.622,154.978,audio_features,5qRhzFjGqvJN9RSQRFV2J2,spotify:track:5qRhzFjGqvJN9RSQRFV2J2,https://api.spotify.com/v1/tracks/5qRhzFjGqvJN9RSQRFV2J2,https://api.spotify.com/v1/audio-analysis/5qRhzFjGqvJN9RSQRFV2J2,164308,4
8,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Singapur,68,178407,4QfZYDhGZc0T2RDvGiI69E,4v25w5u9JmarAGjE3jcByx,0.853,0.909,7,-2.473,1,0.229,0.0522,0.0223,0.129,0.803,112.987,audio_features,4QfZYDhGZc0T2RDvGiI69E,spotify:track:4QfZYDhGZc0T2RDvGiI69E,https://api.spotify.com/v1/tracks/4QfZYDhGZc0T2RDvGiI69E,https://api.spotify.com/v1/audio-analysis/4QfZYDhGZc0T2RDvGiI69E,178407,4
9,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Singapur,68,178407,4QfZYDhGZc0T2RDvGiI69E,4v25w5u9JmarAGjE3jcByx,0.853,0.909,7,-2.473,1,0.229,0.0522,0.0223,0.129,0.803,112.987,audio_features,4QfZYDhGZc0T2RDvGiI69E,spotify:track:4QfZYDhGZc0T2RDvGiI69E,https://api.spotify.com/v1/tracks/4QfZYDhGZc0T2RDvGiI69E,https://api.spotify.com/v1/audio-analysis/4QfZYDhGZc0T2RDvGiI69E,178407,4
10,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Singapur,68,178407,4QfZYDhGZc0T2RDvGiI69E,4v25w5u9JmarAGjE3jcByx,0.853,0.909,7,-2.473,1,0.229,0.0522,0.0223,0.129,0.803,112.987,audio_features,4QfZYDhGZc0T2RDvGiI69E,spotify:track:4QfZYDhGZc0T2RDvGiI69E,https://api.spotify.com/v1/tracks/4QfZYDhGZc0T2RDvGiI69E,https://api.spotify.com/v1/audio-analysis/4QfZYDhGZc0T2RDvGiI69E,178407,4
11,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Singapur,68,178407,4QfZYDhGZc0T2RDvGiI69E,4v25w5u9JmarAGjE3jcByx,0.853,0.909,7,-2.473,1,0.229,0.0522,0.0223,0.129,0.803,112.987,audio_features,4QfZYDhGZc0T2RDvGiI69E,spotify:track:4QfZYDhGZc0T2RDvGiI69E,https://api.spotify.com/v1/tracks/4QfZYDhGZc0T2RDvGiI69E,https://api.spotify.com/v1/audio-analysis/4QfZYDhGZc0T2RDvGiI69E,178407,4
12,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Me Enamore,41,229915,05tNrQNICAOfX8ohVpfkBb,4v25w5u9JmarAGjE3jcByx,0.79,0.453,2,-8.238,1,0.121,0.139,0.0,0.108,0.0997,119.018,audio_features,05tNrQNICAOfX8ohVpfkBb,spotify:track:05tNrQNICAOfX8ohVpfkBb,https://api.spotify.com/v1/tracks/05tNrQNICAOfX8ohVpfkBb,https://api.spotify.com/v1/audio-analysis/05tNrQNICAOfX8ohVpfkBb,229916,4
13,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Me Enamore,41,229915,05tNrQNICAOfX8ohVpfkBb,4v25w5u9JmarAGjE3jcByx,0.79,0.453,2,-8.238,1,0.121,0.139,0.0,0.108,0.0997,119.018,audio_features,05tNrQNICAOfX8ohVpfkBb,spotify:track:05tNrQNICAOfX8ohVpfkBb,https://api.spotify.com/v1/tracks/05tNrQNICAOfX8ohVpfkBb,https://api.spotify.com/v1/audio-analysis/05tNrQNICAOfX8ohVpfkBb,229916,4
14,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Me Enamore,41,229915,05tNrQNICAOfX8ohVpfkBb,4v25w5u9JmarAGjE3jcByx,0.79,0.453,2,-8.238,1,0.121,0.139,0.0,0.108,0.0997,119.018,audio_features,05tNrQNICAOfX8ohVpfkBb,spotify:track:05tNrQNICAOfX8ohVpfkBb,https://api.spotify.com/v1/tracks/05tNrQNICAOfX8ohVpfkBb,https://api.spotify.com/v1/audio-analysis/05tNrQNICAOfX8ohVpfkBb,229916,4
15,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Me Enamore,41,229915,05tNrQNICAOfX8ohVpfkBb,4v25w5u9JmarAGjE3jcByx,0.79,0.453,2,-8.238,1,0.121,0.139,0.0,0.108,0.0997,119.018,audio_features,05tNrQNICAOfX8ohVpfkBb,spotify:track:05tNrQNICAOfX8ohVpfkBb,https://api.spotify.com/v1/tracks/05tNrQNICAOfX8ohVpfkBb,https://api.spotify.com/v1/audio-analysis/05tNrQNICAOfX8ohVpfkBb,229916,4
16,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,A Correr los Lakers,46,176254,1i14jDizhAPxpfZRxAOtnc,4v25w5u9JmarAGjE3jcByx,0.826,0.499,1,-8.7,1,0.188,0.171,0.0106,0.312,0.35,80.977,audio_features,1i14jDizhAPxpfZRxAOtnc,spotify:track:1i14jDizhAPxpfZRxAOtnc,https://api.spotify.com/v1/tracks/1i14jDizhAPxpfZRxAOtnc,https://api.spotify.com/v1/audio-analysis/1i14jDizhAPxpfZRxAOtnc,176254,4
17,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,A Correr los Lakers,46,176254,1i14jDizhAPxpfZRxAOtnc,4v25w5u9JmarAGjE3jcByx,0.826,0.499,1,-8.7,1,0.188,0.171,0.0106,0.312,0.35,80.977,audio_features,1i14jDizhAPxpfZRxAOtnc,spotify:track:1i14jDizhAPxpfZRxAOtnc,https://api.spotify.com/v1/tracks/1i14jDizhAPxpfZRxAOtnc,https://api.spotify.com/v1/audio-analysis/1i14jDizhAPxpfZRxAOtnc,176254,4
18,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,A Correr los Lakers,46,176254,1i14jDizhAPxpfZRxAOtnc,4v25w5u9JmarAGjE3jcByx,0.826,0.499,1,-8.7,1,0.188,0.171,0.0106,0.312,0.35,80.977,audio_features,1i14jDizhAPxpfZRxAOtnc,spotify:track:1i14jDizhAPxpfZRxAOtnc,https://api.spotify.com/v1/tracks/1i14jDizhAPxpfZRxAOtnc,https://api.spotify.com/v1/audio-analysis/1i14jDizhAPxpfZRxAOtnc,176254,4
19,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,A Correr los Lakers,46,176254,1i14jDizhAPxpfZRxAOtnc,4v25w5u9JmarAGjE3jcByx,0.826,0.499,1,-8.7,1,0.188,0.171,0.0106,0.312,0.35,80.977,audio_features,1i14jDizhAPxpfZRxAOtnc,spotify:track:1i14jDizhAPxpfZRxAOtnc,https://api.spotify.com/v1/tracks/1i14jDizhAPxpfZRxAOtnc,https://api.spotify.com/v1/audio-analysis/1i14jDizhAPxpfZRxAOtnc,176254,4
20,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Besalo,62,163265,6XlBkATW7Gamg4qJXzc6IF,4v25w5u9JmarAGjE3jcByx,0.765,0.79,4,-2.129,0,0.0488,0.394,0.000487,0.142,0.613,147.03,audio_features,6XlBkATW7Gamg4qJXzc6IF,spotify:track:6XlBkATW7Gamg4qJXzc6IF,https://api.spotify.com/v1/tracks/6XlBkATW7Gamg4qJXzc6IF,https://api.spotify.com/v1/audio-analysis/6XlBkATW7Gamg4qJXzc6IF,163265,4
21,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Besalo,62,163265,6XlBkATW7Gamg4qJXzc6IF,4v25w5u9JmarAGjE3jcByx,0.765,0.79,4,-2.129,0,0.0488,0.394,0.000487,0.142,0.613,147.03,audio_features,6XlBkATW7Gamg4qJXzc6IF,spotify:track:6XlBkATW7Gamg4qJXzc6IF,https://api.spotify.com/v1/tracks/6XlBkATW7Gamg4qJXzc6IF,https://api.spotify.com/v1/audio-analysis/6XlBkATW7Gamg4qJXzc6IF,163265,4
22,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Besalo,62,163265,6XlBkATW7Gamg4qJXzc6IF,4v25w5u9JmarAGjE3jcByx,0.765,0.79,4,-2.129,0,0.0488,0.394,0.000487,0.142,0.613,147.03,audio_features,6XlBkATW7Gamg4qJXzc6IF,spotify:track:6XlBkATW7Gamg4qJXzc6IF,https://api.spotify.com/v1/tracks/6XlBkATW7Gamg4qJXzc6IF,https://api.spotify.com/v1/audio-analysis/6XlBkATW7Gamg4qJXzc6IF,163265,4
23,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Besalo,62,163265,6XlBkATW7Gamg4qJXzc6IF,4v25w5u9JmarAGjE3jcByx,0.765,0.79,4,-2.129,0,0.0488,0.394,0.000487,0.142,0.613,147.03,audio_features,6XlBkATW7Gamg4qJXzc6IF,spotify:track:6XlBkATW7Gamg4qJXzc6IF,https://api.spotify.com/v1/tracks/6XlBkATW7Gamg4qJXzc6IF,https://api.spotify.com/v1/audio-analysis/6XlBkATW7Gamg4qJXzc6IF,163265,4
24,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Guaremate de por Vida,48,151518,7tZ3d59BG8yFc5P68R5XXk,4v25w5u9JmarAGjE3jcByx,0.933,0.955,7,-2.264,1,0.0695,0.022,0.00871,0.306,0.559,122.032,audio_features,7tZ3d59BG8yFc5P68R5XXk,spotify:track:7tZ3d59BG8yFc5P68R5XXk,https://api.spotify.com/v1/tracks/7tZ3d59BG8yFc5P68R5XXk,https://api.spotify.com/v1/audio-analysis/7tZ3d59BG8yFc5P68R5XXk,151519,4
25,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Guaremate de por Vida,48,151518,7tZ3d59BG8yFc5P68R5XXk,4v25w5u9JmarAGjE3jcByx,0.933,0.955,7,-2.264,1,0.0695,0.022,0.00871,0.306,0.559,122.032,audio_features,7tZ3d59BG8yFc5P68R5XXk,spotify:track:7tZ3d59BG8yFc5P68R5XXk,https://api.spotify.com/v1/tracks/7tZ3d59BG8yFc5P68R5XXk,https://api.spotify.com/v1/audio-analysis/7tZ3d59BG8yFc5P68R5XXk,151519,4
26,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Guaremate de por Vida,48,151518,7tZ3d59BG8yFc5P68R5XXk,4v25w5u9JmarAGjE3jcByx,0.933,0.955,7,-2.264,1,0.0695,0.022,0.00871,0.306,0.559,122.032,audio_features,7tZ3d59BG8yFc5P68R5XXk,spotify:track:7tZ3d59BG8yFc5P68R5XXk,https://api.spotify.com/v1/tracks/7tZ3d59BG8yFc5P68R5XXk,https://api.spotify.com/v1/audio-analysis/7tZ3d59BG8yFc5P68R5XXk,151519,4
27,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Guaremate de por Vida,48,151518,7tZ3d59BG8yFc5P68R5XXk,4v25w5u9JmarAGjE3jcByx,0.933,0.955,7,-2.264,1,0.0695,0.022,0.00871,0.306,0.559,122.032,audio_features,7tZ3d59BG8yFc5P68R5XXk,spotify:track:7tZ3d59BG8yFc5P68R5XXk,https://api.spotify.com/v1/tracks/7tZ3d59BG8yFc5P68R5XXk,https://api.spotify.com/v1/audio-analysis/7tZ3d59BG8yFc5P68R5XXk,151519,4
28,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Chapon,42,184462,5hblKZHcaEfEjbnLHsWxy8,4v25w5u9JmarAGjE3jcByx,0.911,0.818,11,-4.265,1,0.134,0.00221,0.14,0.134,0.499,121.045,audio_features,5hblKZHcaEfEjbnLHsWxy8,spotify:track:5hblKZHcaEfEjbnLHsWxy8,https://api.spotify.com/v1/tracks/5hblKZHcaEfEjbnLHsWxy8,https://api.spotify.com/v1/audio-analysis/5hblKZHcaEfEjbnLHsWxy8,184463,4
29,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Chapon,42,184462,5hblKZHcaEfEjbnLHsWxy8,4v25w5u9JmarAGjE3jcByx,0.911,0.818,11,-4.265,1,0.134,0.00221,0.14,0.134,0.499,121.045,audio_features,5hblKZHcaEfEjbnLHsWxy8,spotify:track:5hblKZHcaEfEjbnLHsWxy8,https://api.spotify.com/v1/tracks/5hblKZHcaEfEjbnLHsWxy8,https://api.spotify.com/v1/audio-analysis/5hblKZHcaEfEjbnLHsWxy8,184463,4
30,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Chapon,42,184462,5hblKZHcaEfEjbnLHsWxy8,4v25w5u9JmarAGjE3jcByx,0.911,0.818,11,-4.265,1,0.134,0.00221,0.14,0.134,0.499,121.045,audio_features,5hblKZHcaEfEjbnLHsWxy8,spotify:track:5hblKZHcaEfEjbnLHsWxy8,https://api.spotify.com/v1/tracks/5hblKZHcaEfEjbnLHsWxy8,https://api.spotify.com/v1/audio-analysis/5hblKZHcaEfEjbnLHsWxy8,184463,4
31,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Chapon,42,184462,5hblKZHcaEfEjbnLHsWxy8,4v25w5u9JmarAGjE3jcByx,0.911,0.818,11,-4.265,1,0.134,0.00221,0.14,0.134,0.499,121.045,audio_features,5hblKZHcaEfEjbnLHsWxy8,spotify:track:5hblKZHcaEfEjbnLHsWxy8,https://api.spotify.com/v1/tracks/5hblKZHcaEfEjbnLHsWxy8,https://api.spotify.com/v1/audio-analysis/5hblKZHcaEfEjbnLHsWxy8,184463,4
32,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,El Dueño del Bizcocho,40,148965,2FNQm9fm9WhGlOzuRdTEhB,4v25w5u9JmarAGjE3jcByx,0.91,0.559,11,-9.314,1,0.445,0.00723,0.000206,0.0868,0.187,145.07,audio_features,2FNQm9fm9WhGlOzuRdTEhB,spotify:track:2FNQm9fm9WhGlOzuRdTEhB,https://api.spotify.com/v1/tracks/2FNQm9fm9WhGlOzuRdTEhB,https://api.spotify.com/v1/audio-analysis/2FNQm9fm9WhGlOzuRdTEhB,148966,4
33,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,El Dueño del Bizcocho,40,148965,2FNQm9fm9WhGlOzuRdTEhB,4v25w5u9JmarAGjE3jcByx,0.91,0.559,11,-9.314,1,0.445,0.00723,0.000206,0.0868,0.187,145.07,audio_features,2FNQm9fm9WhGlOzuRdTEhB,spotify:track:2FNQm9fm9WhGlOzuRdTEhB,https://api.spotify.com/v1/tracks/2FNQm9fm9WhGlOzuRdTEhB,https://api.spotify.com/v1/audio-analysis/2FNQm9fm9WhGlOzuRdTEhB,148966,4
34,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,El Dueño del Bizcocho,40,148965,2FNQm9fm9WhGlOzuRdTEhB,4v25w5u9JmarAGjE3jcByx,0.91,0.559,11,-9.314,1,0.445,0.00723,0.000206,0.0868,0.187,145.07,audio_features,2FNQm9fm9WhGlOzuRdTEhB,spotify:track:2FNQm9fm9WhGlOzuRdTEhB,https://api.spotify.com/v1/tracks/2FNQm9fm9WhGlOzuRdTEhB,https://api.spotify.com/v1/audio-analysis/2FNQm9fm9WhGlOzuRdTEhB,148966,4
35,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,El Dueño del Bizcocho,40,148965,2FNQm9fm9WhGlOzuRdTEhB,4v25w5u9JmarAGjE3jcByx,0.91,0.559,11,-9.314,1,0.445,0.00723,0.000206,0.0868,0.187,145.07,audio_features,2FNQm9fm9WhGlOzuRdTEhB,spotify:track:2FNQm9fm9WhGlOzuRdTEhB,https://api.spotify.com/v1/tracks/2FNQm9fm9WhGlOzuRdTEhB,https://api.spotify.com/v1/audio-analysis/2FNQm9fm9WhGlOzuRdTEhB,148966,4
36,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Hablamos Nunca,50,200689,6RZml1KyHkEaCSV7VaeQHY,4v25w5u9JmarAGjE3jcByx,0.852,0.923,4,-1.913,0,0.0644,0.0716,0.0175,0.0912,0.497,116.038,audio_features,6RZml1KyHkEaCSV7VaeQHY,spotify:track:6RZml1KyHkEaCSV7VaeQHY,https://api.spotify.com/v1/tracks/6RZml1KyHkEaCSV7VaeQHY,https://api.spotify.com/v1/audio-analysis/6RZml1KyHkEaCSV7VaeQHY,200690,4
37,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Hablamos Nunca,50,200689,6RZml1KyHkEaCSV7VaeQHY,4v25w5u9JmarAGjE3jcByx,0.852,0.923,4,-1.913,0,0.0644,0.0716,0.0175,0.0912,0.497,116.038,audio_features,6RZml1KyHkEaCSV7VaeQHY,spotify:track:6RZml1KyHkEaCSV7VaeQHY,https://api.spotify.com/v1/tracks/6RZml1KyHkEaCSV7VaeQHY,https://api.spotify.com/v1/audio-analysis/6RZml1KyHkEaCSV7VaeQHY,200690,4
38,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Hablamos Nunca,50,200689,6RZml1KyHkEaCSV7VaeQHY,4v25w5u9JmarAGjE3jcByx,0.852,0.923,4,-1.913,0,0.0644,0.0716,0.0175,0.0912,0.497,116.038,audio_features,6RZml1KyHkEaCSV7VaeQHY,spotify:track:6RZml1KyHkEaCSV7VaeQHY,https://api.spotify.com/v1/tracks/6RZml1KyHkEaCSV7VaeQHY,https://api.spotify.com/v1/audio-analysis/6RZml1KyHkEaCSV7VaeQHY,200690,4
39,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Hablamos Nunca,50,200689,6RZml1KyHkEaCSV7VaeQHY,4v25w5u9JmarAGjE3jcByx,0.852,0.923,4,-1.913,0,0.0644,0.0716,0.0175,0.0912,0.497,116.038,audio_features,6RZml1KyHkEaCSV7VaeQHY,spotify:track:6RZml1KyHkEaCSV7VaeQHY,https://api.spotify.com/v1/tracks/6RZml1KyHkEaCSV7VaeQHY,https://api.spotify.com/v1/audio-analysis/6RZml1KyHkEaCSV7VaeQHY,200690,4
40,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,El Lobo de Wall Street,39,172373,60v6ddnvl0UEeVHGxPHsoI,4v25w5u9JmarAGjE3jcByx,0.876,0.701,1,-10.324,0,0.276,0.177,0.00153,0.035,0.743,87.01,audio_features,60v6ddnvl0UEeVHGxPHsoI,spotify:track:60v6ddnvl0UEeVHGxPHsoI,https://api.spotify.com/v1/tracks/60v6ddnvl0UEeVHGxPHsoI,https://api.spotify.com/v1/audio-analysis/60v6ddnvl0UEeVHGxPHsoI,172373,4
41,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,El Lobo de Wall Street,39,172373,60v6ddnvl0UEeVHGxPHsoI,4v25w5u9JmarAGjE3jcByx,0.876,0.701,1,-10.324,0,0.276,0.177,0.00153,0.035,0.743,87.01,audio_features,60v6ddnvl0UEeVHGxPHsoI,spotify:track:60v6ddnvl0UEeVHGxPHsoI,https://api.spotify.com/v1/tracks/60v6ddnvl0UEeVHGxPHsoI,https://api.spotify.com/v1/audio-analysis/60v6ddnvl0UEeVHGxPHsoI,172373,4
42,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,El Lobo de Wall Street,39,172373,60v6ddnvl0UEeVHGxPHsoI,4v25w5u9JmarAGjE3jcByx,0.876,0.701,1,-10.324,0,0.276,0.177,0.00153,0.035,0.743,87.01,audio_features,60v6ddnvl0UEeVHGxPHsoI,spotify:track:60v6ddnvl0UEeVHGxPHsoI,https://api.spotify.com/v1/tracks/60v6ddnvl0UEeVHGxPHsoI,https://api.spotify.com/v1/audio-analysis/60v6ddnvl0UEeVHGxPHsoI,172373,4
43,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,El Lobo de Wall Street,39,172373,60v6ddnvl0UEeVHGxPHsoI,4v25w5u9JmarAGjE3jcByx,0.876,0.701,1,-10.324,0,0.276,0.177,0.00153,0.035,0.743,87.01,audio_features,60v6ddnvl0UEeVHGxPHsoI,spotify:track:60v6ddnvl0UEeVHGxPHsoI,https://api.spotify.com/v1/tracks/60v6ddnvl0UEeVHGxPHsoI,https://api.spotify.com/v1/audio-analysis/60v6ddnvl0UEeVHGxPHsoI,172373,4
44,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Mera Woo,49,182677,03bU0mircvOdb1YiR3IoiI,4v25w5u9JmarAGjE3jcByx,0.939,0.944,1,-4.756,1,0.0683,0.043,0.00741,0.3,0.367,115.956,audio_features,03bU0mircvOdb1YiR3IoiI,spotify:track:03bU0mircvOdb1YiR3IoiI,https://api.spotify.com/v1/tracks/03bU0mircvOdb1YiR3IoiI,https://api.spotify.com/v1/audio-analysis/03bU0mircvOdb1YiR3IoiI,182678,4
45,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,Mera Woo,49,182677,03bU0mircvOdb1YiR3IoiI,4v25w5u9JmarAGjE3jcByx,0.939,0.944,1,-4.756,1,0.0683,0.043,0.00741,0.3,0.367,115.956,audio_features,03bU0mircvOdb1YiR3IoiI,spotify:track:03bU0mircvOdb1YiR3IoiI,https://api.spotify.com/v1/tracks/03bU0mircvOdb1YiR3IoiI,https://api.spotify.com/v1/audio-analysis/03bU0mircvOdb1YiR3IoiI,182678,4
46,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Mera Woo,49,182677,03bU0mircvOdb1YiR3IoiI,4v25w5u9JmarAGjE3jcByx,0.939,0.944,1,-4.756,1,0.0683,0.043,0.00741,0.3,0.367,115.956,audio_features,03bU0mircvOdb1YiR3IoiI,spotify:track:03bU0mircvOdb1YiR3IoiI,https://api.spotify.com/v1/tracks/03bU0mircvOdb1YiR3IoiI,https://api.spotify.com/v1/audio-analysis/03bU0mircvOdb1YiR3IoiI,182678,4
47,Doble T & El Crok,33,3Anf3i96TXH6hfimL1F6MY,Mera Woo,49,182677,03bU0mircvOdb1YiR3IoiI,4v25w5u9JmarAGjE3jcByx,0.939,0.944,1,-4.756,1,0.0683,0.043,0.00741,0.3,0.367,115.956,audio_features,03bU0mircvOdb1YiR3IoiI,spotify:track:03bU0mircvOdb1YiR3IoiI,https://api.spotify.com/v1/tracks/03bU0mircvOdb1YiR3IoiI,https://api.spotify.com/v1/audio-analysis/03bU0mircvOdb1YiR3IoiI,182678,4
48,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,King Kong,34,192857,6HYYcu9msYPkQzWCVFl0o8,4v25w5u9JmarAGjE3jcByx,0.907,0.611,0,-4.503,1,0.264,0.252,0.0,0.0616,0.353,139.992,audio_features,6HYYcu9msYPkQzWCVFl0o8,spotify:track:6HYYcu9msYPkQzWCVFl0o8,https://api.spotify.com/v1/tracks/6HYYcu9msYPkQzWCVFl0o8,https://api.spotify.com/v1/audio-analysis/6HYYcu9msYPkQzWCVFl0o8,192857,4
49,El Alfa,80,2oQX8QiMXOyuqbcZEFsZfm,King Kong,34,192857,6HYYcu9msYPkQzWCVFl0o8,4v25w5u9JmarAGjE3jcByx,0.907,0.611,0,-4.503,1,0.264,0.252,0.0,0.0616,0.353,139.992,audio_features,6HYYcu9msYPkQzWCVFl0o8,spotify:track:6HYYcu9msYPkQzWCVFl0o8,https://api.spotify.com/v1/tracks/6HYYcu9msYPkQzWCVFl0o8,https://api.spotify.com/v1/audio-analysis/6HYYcu9msYPkQzWCVFl0o8,192857,4
