,artist,artist_pop,artist_id,song,song_pop,song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
98,Shelow Shaq,68,658X86qMyJpSRY87oPvExU,Donde Estan,41,1StjQHjCyI6xmC0Mihqmkl,0.9179999999999999,0.752,0,-4.01,0,0.125,0.0434,1.77e-06,0.106,0.6709999999999999,120.00200000000001,189523,4
99,Shelow Shaq,68,658X86qMyJpSRY87oPvExU,Tu Maldita Madre (Remix),41,6P00nbm7byCND2pgWkNopd,0.8170000000000001,0.8029999999999999,10,-1.7890000000000001,0,0.258,0.109,0.000637,0.441,0.517,123.12100000000001,275645,4
100,"Secreto ""El Famoso Biberon""",56,37UACiDcdzEYii0iU0QpAf,Dame Banda,56,3lSjcTblaKRbx4aHWXMWCH,0.878,0.9309999999999999,5,-1.17,0,0.0866,0.151,0.004079999999999999,0.0559,0.8190000000000001,120.016,244000,4
101,"Secreto ""El Famoso Biberon""",56,37UACiDcdzEYii0iU0QpAf,Bum Bam Ven - Remix,52,41ezMG36bvrbJaJpvlbDFf,0.9129999999999999,0.86,1,-1.383,1,0.131,0.25,0.000226,0.261,0.736,120.022,230000,4
102,"Secreto ""El Famoso Biberon""",56,37UACiDcdzEYii0iU0QpAf,Papa Dios Me Dijo,50,6E77ppZLfCPdrfbIK2KLI8,0.795,0.9209999999999999,5,-3.762,0,0.26,0.0258,0.0,0.5770000000000001,0.7020000000000001,119.995,212840,4
103,"Secreto ""El Famoso Biberon""",56,37UACiDcdzEYii0iU0QpAf,Amaneci Contento,50,6J7eGnU2ccuwac6P4YmOcy,0.818,0.6779999999999999,11,-7.441,0,0.17600000000000002,0.0285,1.66e-06,0.121,0.856,140.04,239480,4
104,"Secreto ""El Famoso Biberon""",56,37UACiDcdzEYii0iU0QpAf,Real Guerrero - Remix,48,0h94GnP9odhbOs6ph1UBqd,0.601,0.727,6,-4.263999999999999,1,0.244,0.39399999999999996,0.0,0.175,0.33799999999999997,169.801,297369,4
105,"Secreto ""El Famoso Biberon""",56,37UACiDcdzEYii0iU0QpAf,Real Guerrero,47,5hj6i8wM8jm2f5uWlCxw6I,0.698,0.627,11,-5.149,1,0.521,0.636,1.49e-06,0.17800000000000002,0.539,170.115,220801,4
106,"Secreto ""El Famoso Biberon""",56,37UACiDcdzEYii0iU0QpAf,De Amor Nadie Se Muere,47,52eBBUJW8E0aRgKmSWoA05,0.867,0.8440000000000001,11,-2.7680000000000002,0,0.259,0.0375,0.0,0.237,0.731,137.995,228467,4
107,"Secreto ""El Famoso Biberon""",56,37UACiDcdzEYii0iU0QpAf,Te Siento En Para - Special Edition,45,244KK3Gslw1YL0RmGt4zdA,0.9420000000000001,0.8340000000000001,10,-5.334,0,0.0752,0.0319,0.00013700000000000002,0.11599999999999999,0.9229999999999999,122.021,194760,4
108,"Secreto ""El Famoso Biberon""",56,37UACiDcdzEYii0iU0QpAf,Fufu Papa,44,3m7vxaQ2h9z94Rq4OjVift,0.8690000000000001,0.919,8,-2.417,1,0.223,0.221,0.000354,0.22,0.5489999999999999,123.99700000000001,212903,4
109,"Secreto ""El Famoso Biberon""",56,37UACiDcdzEYii0iU0QpAf,La Vuelta,44,6gv565xQpiHTY32i9rouuh,0.802,0.742,10,-4.3469999999999995,0,0.17300000000000001,0.242,0.0,0.107,0.506,89.035,284134,4
110,Quimico Ultra Mega,64,3tZdknQnzsVIIdaGCTj4RX,La Calle es de Nosotros - Remix,59,2jBlDIG1zQwF9XBQqxAv5O,0.878,0.853,11,-3.287,1,0.14300000000000002,0.0255,0.0006450000000000001,0.5660000000000001,0.8320000000000001,109.926,250749,4
111,Quimico Ultra Mega,64,3tZdknQnzsVIIdaGCTj4RX,Trompeta,53,6SFnPT4nfYpfVRaJJwvfQG,0.878,0.828,8,-3.216,1,0.336,0.14,0.000156,0.585,0.6459999999999999,125.04,200808,4
112,Quimico Ultra Mega,64,3tZdknQnzsVIIdaGCTj4RX,Klonk - Remix,48,4RG1T9AqbSmOBQlUpbY50s,0.619,0.68,11,-5.803999999999999,1,0.32799999999999996,0.159,3.61e-06,0.17800000000000002,0.588,82.48700000000001,305824,4
113,Quimico Ultra Mega,64,3tZdknQnzsVIIdaGCTj4RX,Wila Wila,48,34XJSwPrx60AWVFNYDWwsS,0.828,0.513,7,-8.074,1,0.0783,0.23600000000000002,0.0031,0.125,0.5670000000000001,94.965,157920,4
114,Quimico Ultra Mega,64,3tZdknQnzsVIIdaGCTj4RX,Tengo Una Mata - Remix,47,3Kx9laDpGOK5nmuAMgALrf,0.624,0.76,7,-4.691,0,0.42,0.32799999999999996,0.0,0.0906,0.48200000000000004,106.164,230955,4
115,Quimico Ultra Mega,64,3tZdknQnzsVIIdaGCTj4RX,Ferrari - Remix,46,71meXpIGrmV3Z2jUNnEv8l,0.725,0.536,8,-8.924,1,0.0463,0.174,1.17e-06,0.153,0.531,153.561,306410,4
116,Quimico Ultra Mega,64,3tZdknQnzsVIIdaGCTj4RX,Vamo a da una Vuelta,46,17dNvMfueWbOhNqMN2rRIm,0.7609999999999999,0.573,9,-6.151,0,0.349,0.5710000000000001,0.0,0.0575,0.8029999999999999,160.38299999999998,194640,4
117,Quimico Ultra Mega,64,3tZdknQnzsVIIdaGCTj4RX,El Mudo - Remix,46,6NFYM779eoWZ59OOMi1qLp,0.917,0.823,1,-3.572,1,0.0764,0.185,0.000168,0.223,0.9259999999999999,107.016,234953,4
118,Quimico Ultra Mega,64,3tZdknQnzsVIIdaGCTj4RX,Gatillero,45,5h2E7FBk7BraDCjySJTV5y,0.69,0.985,1,-1.2690000000000001,1,0.53,0.124,0.0,0.0944,0.6759999999999999,230.00799999999998,185880,4
119,Quimico Ultra Mega,64,3tZdknQnzsVIIdaGCTj4RX,No Lo Vendo - Remix,44,5ldrlXHvzAb1oBgbQJa4bk,0.8009999999999999,0.785,6,-3.895,1,0.34299999999999997,0.267,0.0,0.0647,0.902,97.82799999999999,279184,4
120,La Manta,51,3omyT5zHz9QmE63xEk10OV,Knock Out,53,6YRH8zh2KMbltmbSf4Qe1d,0.9309999999999999,0.932,0,-1.535,1,0.309,0.353,3.28e-05,0.0843,0.511,123.071,195596,4
121,La Manta,51,3omyT5zHz9QmE63xEk10OV,Que Me Importa,52,4mkKxj7pc3QNCuiXZRP0qD,0.7390000000000001,0.826,1,-5.819,1,0.0836,0.314,0.5710000000000001,0.11599999999999999,0.675,115.163,173322,4
122,La Manta,51,3omyT5zHz9QmE63xEk10OV,Siga Boyando,47,3pfmXyxD0SzpVVMjK57x1r,0.629,0.883,1,-4.882,1,0.25,0.248,0.00017900000000000001,0.32899999999999996,0.6,134.641,250510,4
123,La Manta,51,3omyT5zHz9QmE63xEk10OV,Yo Lo Cojo,39,15f7OgSGn8g36CHvQSToza,0.847,0.75,10,-3.2739999999999996,0,0.127,0.0931,0.007390000000000001,0.366,0.528,122.022,188893,4
124,La Manta,51,3omyT5zHz9QmE63xEk10OV,Careta,33,2lBcOUfEHhXgGfySoP9yMo,0.932,0.898,1,-4.376,1,0.09300000000000001,0.17600000000000002,6.33e-06,0.0874,0.7559999999999999,110.03399999999999,216999,4
125,La Manta,51,3omyT5zHz9QmE63xEk10OV,La Merca,33,7jACVdsThGi8kuQYmgQd0q,0.897,0.835,6,-5.899,1,0.10800000000000001,0.0626,0.00268,0.307,0.745,119.969,152503,4
126,La Manta,51,3omyT5zHz9QmE63xEk10OV,El Sofoke (Remix),33,5iOZWIifn61GYHTRQ6j9CP,0.8740000000000001,0.759,1,-7.939,1,0.17800000000000002,0.271,0.0176,0.39,0.867,95.98299999999999,203692,4
127,La Manta,51,3omyT5zHz9QmE63xEk10OV,Babality,32,70Zajj2ufgawvNqDCy3BGP,0.7240000000000001,0.716,8,-5.687,0,0.297,0.332,0.0,0.111,0.301,95.96600000000001,201718,4
128,La Manta,51,3omyT5zHz9QmE63xEk10OV,Los Mismos Tenis,31,6MEaXOyNOzLYDk4s0wmVKu,0.748,0.7829999999999999,1,-6.343,0,0.0705,0.11599999999999999,3.6700000000000004e-05,0.36,0.758,85.009,213917,4
129,La Manta,51,3omyT5zHz9QmE63xEk10OV,Chilling,31,1ZFRLTfWMgtfa9suxR79dp,0.875,0.92,1,-2.79,1,0.153,0.47100000000000003,0.0,0.623,0.8959999999999999,113.0,141125,4
130,Black Jonas Point,47,5ImkeVBlU11axX5QwOWg12,Asi Te Quiero,42,0UyOxy7uZEL3uvIKSVOp44,0.764,0.772,9,-4.297,1,0.214,0.254,0.0,0.226,0.648,108.09,201561,4
131,Black Jonas Point,47,5ImkeVBlU11axX5QwOWg12,No Es Lo Mismo - Remix,33,390mMX0DdFOaN6eeH7HwBN,0.703,0.8690000000000001,10,-2.779,0,0.29100000000000004,0.695,0.0,0.129,0.773,92.12899999999999,252970,4
132,Black Jonas Point,47,5ImkeVBlU11axX5QwOWg12,Lo Que Quieras,37,0cm86dyk6N77qzW4zGbMe1,0.652,0.8540000000000001,9,-6.077000000000001,0,0.0768,0.307,0.0,0.0605,0.903,93.059,196545,4
133,Black Jonas Point,47,5ImkeVBlU11axX5QwOWg12,Todo Tiene Final,36,6shRLJtMmwEdLGrCHW250H,0.642,0.564,9,-8.564,1,0.159,0.7509999999999999,0.0,0.133,0.49200000000000005,159.914,221331,4
134,Black Jonas Point,47,5ImkeVBlU11axX5QwOWg12,Mas Que Amor,34,4N1SUJE2vp2gkmG9xHbaHM,0.8140000000000001,0.55,6,-5.461,0,0.18100000000000002,0.0278,0.0,0.10800000000000001,0.597,89.99,205347,4
135,Black Jonas Point,47,5ImkeVBlU11axX5QwOWg12,El Pito - Internacional Remix,34,2UTizhOevUUIci91XcLBJA,0.828,0.8740000000000001,0,-4.372,1,0.133,0.152,0.0,0.0569,0.855,105.96600000000001,195500,4
136,Black Jonas Point,47,5ImkeVBlU11axX5QwOWg12,Click Clock,33,3hDD5EhhH9bxXEEuwsyQT8,0.86,0.8009999999999999,7,-4.758,1,0.183,0.0189,0.0109,0.344,0.45399999999999996,109.039,171442,4
137,Black Jonas Point,47,5ImkeVBlU11axX5QwOWg12,Culeteo,32,0nGzFcjJjClWr3y4fcWVJI,0.841,0.772,10,-4.32,0,0.0625,0.11199999999999999,2.58e-05,0.619,0.171,122.081,171773,4
138,Black Jonas Point,47,5ImkeVBlU11axX5QwOWg12,El Tirador,31,0tmfuktHn1lnzydE8T5HWA,0.8270000000000001,0.5539999999999999,5,-6.039,0,0.27399999999999997,0.35200000000000004,0.0,0.306,0.6970000000000001,104.07600000000001,174730,4
139,Black Jonas Point,47,5ImkeVBlU11axX5QwOWg12,Solo Grita,30,4Lb8Si1K9zsOfF2xmiJhbO,0.632,0.632,9,-8.305,0,0.0948,0.359,0.0,0.11699999999999999,0.573,120.125,182126,4
140,Mark B.,64,0zZJhc1T0zBurhnBwQ2fcu,Me Llueven,61,2Iv7PCElmi1dZfzHWzMczA,0.853,0.7240000000000001,7,-4.22,1,0.0712,0.289,0.0,0.687,0.6,121.98899999999999,165995,4
141,Mark B.,64,0zZJhc1T0zBurhnBwQ2fcu,Mojadero,61,5uNOpdHMpFV9RxZ0qgNGcD,0.736,0.96,11,-3.835,0,0.0533,0.0545,0.163,0.24,0.833,117.014,235897,4
142,Mark B.,64,0zZJhc1T0zBurhnBwQ2fcu,Roce,58,4kxELPk1Je0OXgiYnVhqSs,0.736,0.6829999999999999,6,-5.81,1,0.245,0.0733,0.00014199999999999998,0.0505,0.767,192.063,115391,4
143,Mark B.,64,0zZJhc1T0zBurhnBwQ2fcu,Otra Noche,57,63FVUiJ5vaaPlrFG28oPZT,0.8079999999999999,0.6509999999999999,1,-4.285,0,0.0625,0.055,0.000518,0.0801,0.491,102.023,192941,4
144,Mark B.,64,0zZJhc1T0zBurhnBwQ2fcu,Dando,57,0kEzIodWrEDtpKS0EYI99X,0.7909999999999999,0.691,7,-7.505,1,0.0595,0.013999999999999999,0.0,0.159,0.6579999999999999,116.984,193974,4
145,Mark B.,64,0zZJhc1T0zBurhnBwQ2fcu,Playa y Arena (Remix),56,4Q6Z7fn2xVhPZ1xn0XfEOY,0.815,0.693,2,-6.297999999999999,0,0.0782,0.0654,0.00044500000000000003,0.0714,0.8029999999999999,126.01,237042,4
146,Mark B.,64,0zZJhc1T0zBurhnBwQ2fcu,Todo Va Estar Bien,55,42sMYgin1f4iFDzo47LyOE,0.794,0.8140000000000001,11,-4.921,1,0.161,0.107,6.98e-06,0.131,0.826,105.01799999999999,194529,4
147,Mark B.,64,0zZJhc1T0zBurhnBwQ2fcu,Hoy,55,6S5TzrDnSNzHwFArQVosrU,0.87,0.823,1,-3.9930000000000003,0,0.0676,0.0227,0.000537,0.0773,0.705,120.022,172000,4
148,Mark B.,64,0zZJhc1T0zBurhnBwQ2fcu,Me Llamas,54,3LgtCt7CVhMvNSMGoQD9i1,0.799,0.595,2,-7.015,1,0.193,0.259,0.0,0.344,0.555,120.06,328000,4
149,Mark B.,64,0zZJhc1T0zBurhnBwQ2fcu,Ponmelo a Sonar,49,6jiRUFbYQ7JU6dN5WtnR28,0.8740000000000001,0.6679999999999999,11,-11.258,0,0.0675,0.0251,0.00128,0.0725,0.7120000000000001,108.015,181817,4
150,Chimbala,70,4VVEpEhC8NcR7AqNEds42U,Rueda,78,71NGDQ9vSPXm55pyWeAxKK,0.888,0.9159999999999999,9,-2.1959999999999997,1,0.0922,0.165,4.36e-06,0.0519,0.96,130.04,210528,4
151,Chimbala,70,4VVEpEhC8NcR7AqNEds42U,Tumbala,66,48HoWzu1Fe4QHUSilVHJGy,0.883,0.83,6,-1.882,0,0.0591,0.297,0.000105,0.405,0.7959999999999999,125.05799999999999,186240,4
152,Chimbala,70,4VVEpEhC8NcR7AqNEds42U,El Boom,66,4D3RlFtxWG1vcgddoovAsN,0.866,0.84,4,-2.591,1,0.04,0.529,0.000331,0.0514,0.9359999999999999,127.99600000000001,219402,4
153,Chimbala,70,4VVEpEhC8NcR7AqNEds42U,Maniquí - Remix,63,7EgZdnwpSerKvFB8kkbnwG,0.8590000000000001,0.7909999999999999,7,-5.292999999999999,1,0.0576,0.325,3.8799999999999994e-05,0.1,0.635,123.021,206872,4
154,Chimbala,70,4VVEpEhC8NcR7AqNEds42U,Colombiana,61,6jqFyYXR54RHHo3S18rjab,0.56,0.99,4,-2.291,0,0.265,0.265,0.0,0.154,0.9470000000000001,152.31,186802,5
155,Chimbala,70,4VVEpEhC8NcR7AqNEds42U,Brazilera (Remix),58,5xGtnjJ6eaioRtV6hcHqY0,0.888,0.6829999999999999,2,-8.491,1,0.175,0.48,0.0,0.245,0.693,110.045,211226,4
156,Chimbala,70,4VVEpEhC8NcR7AqNEds42U,Maniqui,57,1SKZ2kmLyRZUkIw9zq9RLL,0.885,0.805,5,-3.7260000000000004,1,0.0541,0.39299999999999996,8.9e-05,0.0578,0.536,122.96700000000001,177633,4
157,Chimbala,70,4VVEpEhC8NcR7AqNEds42U,Tan Celoso,56,0kBtkRLoFGQJcnivHh7kwb,0.856,0.883,1,-3.3539999999999996,1,0.0641,0.282,0.00358,0.0335,0.705,125.088,162847,4
158,Chimbala,70,4VVEpEhC8NcR7AqNEds42U,Mujeres,53,6s75l2BGSbPTyU7SEs63in,0.863,0.8909999999999999,6,-3.12,1,0.071,0.34600000000000003,0.0081,0.0383,0.91,130.053,147853,4
159,Chimbala,70,4VVEpEhC8NcR7AqNEds42U,Soltero,53,1IOCIQ8mhFV42YdacEog1j,0.8370000000000001,0.9009999999999999,9,-2.81,1,0.0594,0.0948,5.550000000000001e-05,0.182,0.9440000000000001,132.037,176039,4
160,La Kikada,49,7Fpb4yEAPfiQfY0Bx0uLm5,Amigos Muertos,58,41VSKd0QWCCSLo3qiR39sp,0.889,0.6609999999999999,6,-4.266,1,0.0842,0.0106,0.00427,0.29,0.759,120.024,217000,4
161,La Kikada,49,7Fpb4yEAPfiQfY0Bx0uLm5,Los Patrones,41,3XZAJFdEANpxSH7tH7p2RG,0.909,0.905,1,-5.516,1,0.11,0.645,0.0225,0.669,0.736,118.05,289677,4
162,La Kikada,49,7Fpb4yEAPfiQfY0Bx0uLm5,Tamo Loco,29,5N8yKD8bwjxK8NCk54dWiw,0.9490000000000001,0.8640000000000001,1,-2.63,1,0.0621,0.23199999999999998,0.0,0.34,0.652,119.97,238080,4
163,La Kikada,49,7Fpb4yEAPfiQfY0Bx0uLm5,Si Te Presto La Glock,27,4oZEZbc72VrUuOv40K1wZp,0.65,0.9,6,-7.074,0,0.475,0.149,0.0,0.305,0.732,89.994,475594,4
164,La Kikada,49,7Fpb4yEAPfiQfY0Bx0uLm5,Kelokeke,27,571U5kPpRNcIHnKdxMDtKj,0.83,0.818,10,-9.427999999999999,0,0.0538,0.152,0.00011899999999999999,0.111,0.836,103.096,173640,4
165,La Kikada,49,7Fpb4yEAPfiQfY0Bx0uLm5,Glu Glu,25,1ICksYIrVxAHVmjRRfKA2a,0.877,0.895,10,-2.78,0,0.16399999999999998,0.0952,0.000149,0.147,0.716,118.008,186000,4
166,La Kikada,49,7Fpb4yEAPfiQfY0Bx0uLm5,Tu ta en Para,25,47N2SQ3U8U64msXbrQLoI3,0.868,0.88,0,-4.359,1,0.0665,0.0665,0.0011,0.31,0.855,110.029,142915,4
167,La Kikada,49,7Fpb4yEAPfiQfY0Bx0uLm5,Tu Parte,23,2bdUYaE0eJBCi0h2ImMZ0I,0.828,0.975,1,-3.2439999999999998,1,0.105,0.601,0.00479,0.0472,0.745,116.976,128261,4
168,La Kikada,49,7Fpb4yEAPfiQfY0Bx0uLm5,Yoshi,23,2hp2qSBGwhL2Ci3GLdKfN6,0.807,0.835,1,-5.287000000000001,1,0.0978,0.303,0.0178,0.0564,0.556,114.009,174733,4
169,La Kikada,49,7Fpb4yEAPfiQfY0Bx0uLm5,Kelokeke Remix,10,6tBuWE1vz2OUUccxEQTjlG,0.862,0.765,11,-8.322000000000001,0,0.0568,0.214,3.92e-06,0.085,0.8809999999999999,103.041,259997,4
170,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Por Que Me Ahogo,38,6Mm4e4HsRbYHBxYUz2voRf,0.741,0.66,4,-8.066,0,0.475,0.11800000000000001,0.0,0.115,0.8140000000000001,57.753,180645,5
171,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Con Los Brazos Abiertos (feat. Poeta Callejero),36,2bbha2Cvy1YbjJCws5vyex,0.654,0.721,9,-5.397,0,0.114,0.428,0.0,0.0919,0.371,179.99900000000002,214544,4
172,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Capea el Dough 2k14,35,7kIP60tCZ6XlAtSbJjGlhU,0.735,0.78,0,-6.154,1,0.381,0.337,0.0,0.349,0.826,98.057,707595,4
173,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Esperando Por Ti,35,1C4MgPWoUlLqPmz3cLOjzP,0.8170000000000001,0.489,5,-10.564,1,0.0947,0.8959999999999999,0.009040000000000001,0.128,0.843,97.789,221773,4
174,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Capea El Dough 2k17,33,3SOY1DKorxsNPreFiuPwZ1,0.769,0.86,0,-3.341,1,0.375,0.345,0.0,0.65,0.833,98.044,370338,4
175,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Bonita Bonita,33,1fktqEnilKuUGqyFy1UkyJ,0.7390000000000001,0.8370000000000001,0,-4.842,0,0.132,0.259,0.0,0.171,0.775,100.061,202960,4
176,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,litEral viEja,31,54s44Bp3oszvCBHp8HpdLK,0.857,0.622,2,-8.821,1,0.20800000000000002,0.106,0.000526,0.0695,0.8109999999999999,95.012,172216,4
177,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Historia De Amor,29,7FRmRaAFikqgemdqJ1mCV4,0.627,0.763,7,-6.056,0,0.0928,0.11199999999999999,0.0,0.258,0.239,94.04299999999999,251507,4
178,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Contigo Aprendí,29,30IyCkSwdkspai8HijmAQN,0.647,0.752,3,-7.362,1,0.0446,0.494,0.0,0.275,0.6940000000000001,80.0,225907,4
179,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Cuando Me Muera,28,6tEC6pjuQBtPY3mHBvRUnt,0.828,0.593,4,-9.042,1,0.209,0.0802,0.0,0.449,0.542,142.991,244527,4
180,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,Trucho,57,6v3uWYfmamDBjB9gylwDwl,0.95,0.6809999999999999,10,-3.2560000000000002,0,0.113,0.0436,0.000412,0.316,0.579,118.072,152797,4
181,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,Ella Es Calle,51,04xO5tBqr6XYdauPIsLWTC,0.72,0.7090000000000001,9,-1.96,1,0.316,0.387,0.00225,0.106,0.8440000000000001,189.983,224853,4
182,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,Coronao,49,1Rt9KDQJsHZcUnaVv5Qili,0.747,0.77,2,-4.431,1,0.28,0.384,0.000103,0.0604,0.708,97.01299999999999,219181,4
183,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,Haciendo Dinero (En La Mia),48,7azK5cwtA3F9YsNtHUITEf,0.644,0.6940000000000001,5,-3.4610000000000003,1,0.324,0.165,0.0,0.0559,0.747,191.907,230053,4
184,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,Pal' De Peso,46,6RGY7WKvKnUUHYzSAtPXyI,0.7879999999999999,0.5,1,-5.867000000000001,0,0.262,0.33299999999999996,0.0,0.574,0.8109999999999999,96.00200000000001,205600,4
185,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,La Pampara,46,5CMYuOwdkbwCGz9QY1nII6,0.938,0.905,1,-1.956,1,0.19,0.36,0.000265,0.11199999999999999,0.94,115.059,227000,4
186,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,Llegó El Cuco,46,2fkQCc98rU6m6aIg5kMe2U,0.802,0.9590000000000001,4,-0.262,0,0.335,0.0039700000000000004,0.00303,0.107,0.711,120.23299999999999,230029,4
187,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,Sistema De Gangster,45,4ypv7dnKGGMsMuFevN1OE7,0.657,0.674,9,-5.532,1,0.35700000000000004,0.379,0.0,0.0668,0.6809999999999999,93.837,261867,4
188,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,El Celular,45,0BRDTOOPHuKPvLx5j9qsAB,0.569,0.809,9,-4.047,0,0.37,0.142,0.0,0.198,0.813,126.83200000000001,212507,5
189,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,El Comienzo,44,1QykCyOIFbZdZEiLq8gin1,0.8270000000000001,0.612,8,-1.663,1,0.10300000000000001,0.165,7.37e-05,0.20600000000000002,0.374,89.969,215987,4
190,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Mueve la Cadera,65,5uAe6AXcN2SEOcOAy0Txkh,0.946,0.9079999999999999,7,-6.233,1,0.0826,0.113,0.17300000000000001,0.544,0.449,119.96799999999999,195250,4
191,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Baje Con Trenzas,49,1UliaPFNVIA9f3ocnwJmx3,0.5660000000000001,0.792,1,-4.7669999999999995,1,0.33299999999999996,0.0030800000000000003,0.005520000000000001,0.0858,0.672,149.625,155533,4
192,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Baje Con Trenza - Remix,47,16mjWUaQ4MjErG3LiD4jlD,0.863,0.815,1,-5.3020000000000005,1,0.114,0.00804,0.00038199999999999996,0.527,0.703,122.979,207805,4
193,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Bajale,46,0s3WYLJg1fLQVc5jvoC5jr,0.5670000000000001,0.71,10,-3.4189999999999996,0,0.19899999999999998,0.00902,0.0448,0.45799999999999996,0.809,150.408,157630,5
194,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Pasate - Remix,44,3X07aZDNVHZAqRevgAJtdd,0.895,0.904,1,-4.548,1,0.07400000000000001,0.0429,0.00011200000000000001,0.662,0.7020000000000001,121.006,193394,4
195,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Pegamelo,37,4uXnOZ4NA3yMRnTOIvOB78,0.604,0.8809999999999999,1,-2.028,1,0.12300000000000001,0.135,0.000151,0.645,0.9179999999999999,120.012,149433,4
196,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Yo Si Soy Trap 1.0,33,0NiJ3M3d50e1wn0vtD67MO,0.728,0.613,8,-7.318,1,0.358,0.314,0.0,0.0814,0.473,124.855,367517,4
197,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,La Pampara Navideña 2019,33,4FiChqPkftUVeZYDXA8VBq,0.89,0.659,11,-8.773,0,0.198,0.00614,0.0,0.521,0.758,119.99600000000001,362057,4
198,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Wawanco,32,3R8SbqPk9qkUK7CMsUY2ec,0.89,0.861,9,-1.624,0,0.13699999999999998,0.155,0.00469,0.29,0.785,123.915,190512,4
199,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Amigos,30,2WDiiMQliJC0r0cH6pfZcj,0.6679999999999999,0.657,8,-4.708,1,0.265,0.45299999999999996,0.00010800000000000001,0.1,0.6990000000000001,125.244,252682,5
200,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,Como Yo le Doy,57,7mgzOfPPygzCNdnxZBkxns,0.8270000000000001,0.777,7,-6.455,1,0.10400000000000001,0.295,3.4200000000000005e-05,0.306,0.835,98.001,222377,4
201,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,7 Locas - Original Dembow Version,44,05F6kiE6hjjmWBXcIhrTFG,0.8540000000000001,0.8809999999999999,9,-3.613,1,0.0711,0.0908,2.14e-05,0.0926,0.8270000000000001,141.961,195920,4
202,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,Dimelo (feat. Wason Brazoban),43,36i4IDPU4wSpsUCklhTIR1,0.8240000000000001,0.655,0,-6.091,1,0.0506,0.221,3.24e-06,0.0535,0.687,98.007,242077,4
203,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,Nunca Te la Quité,43,0UXqBMPpU1mNVnlFuuPMsK,0.865,0.711,7,-5.515,0,0.105,0.16899999999999998,1.29e-05,0.0883,0.659,96.99600000000001,195446,4
204,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,La Que Me Mata,43,3DdVMsFJe7iexh7Bx22hFc,0.693,0.762,0,-6.374,1,0.214,0.0902,0.0,0.099,0.685,94.949,195579,4
205,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,El Mario de Tu Mujer (feat. Sensato),42,02DaDbZtjht8xRERVwL7Zb,0.77,0.938,7,-4.283,1,0.0716,0.0304,0.0,0.0408,0.9209999999999999,133.97899999999998,246387,4
206,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,Adiccion al Contacto,41,5vShN1Ew2L1wu5vUH7SJkh,0.787,0.784,5,-8.703,1,0.053,0.38,0.00313,0.0822,0.7020000000000001,98.027,201784,4
207,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,Te Fuite,38,1bsEYSP9Ei6uAdvmdEJ3VL,0.684,0.8859999999999999,2,-4.303999999999999,1,0.109,0.0282,0.0978,0.51,0.629,165.018,205558,4
