,artist,artist_pop,artist_id,song,song_pop,song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
208,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,Contigo No Se Me Para,38,1Cx6Bgzr5liVWM6tZfucxE,0.7759999999999999,0.9440000000000001,9,-3.324,0,0.107,0.147,0.00156,0.0534,0.6920000000000001,168.075,260971,4
209,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,Por Ahí,35,7Gn7oaSvpGZmRB9pKkZtqd,0.768,0.742,1,-6.247000000000001,0,0.0779,0.00942,0.731,0.0802,0.387,139.997,168996,4
210,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,El Taxi,43,5wTOtQJquKIQmazH73kCCZ,0.862,0.6970000000000001,7,-6.888,1,0.18100000000000002,0.113,0.0,0.0854,0.888,95.021,250200,4
211,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,Tu Si,42,4tr32xMfaXxToTvGdZM6Ka,0.479,0.915,5,-4.365,0,0.203,0.0206,2.17e-05,0.35600000000000004,0.6579999999999999,156.52100000000002,166440,5
212,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,El Malo (Remix) [feat. Romeo Santos],40,0wen64xumMyhzU1EUijhny,0.8240000000000001,0.529,1,-7.377000000000001,1,0.24100000000000002,0.298,0.0,0.11199999999999999,0.6779999999999999,99.993,204122,4
213,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,Tu No Lo Sabe (feat. Padrino Lzf & MelyMel),36,3wezX3pjvVuSkl9qxXxpNq,0.79,0.46399999999999997,6,-7.949,1,0.0915,0.0852,0.0,0.115,0.7290000000000001,126.051,279693,4
214,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,Crazy People (DJ Buddha Explicit Version),34,1HWxC0zGOkn1MXRMmXR4ma,0.925,0.768,1,-4.553,0,0.271,0.008740000000000001,1.69e-06,0.244,0.887,128.004,196992,4
215,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,Que Lo Que,32,5PGeKZIUcZVt893oJ5M3Co,0.638,0.8240000000000001,6,-7.843999999999999,1,0.237,0.121,0.0,0.0827,0.873,144.031,234527,4
216,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,Tu Kiere Ser Tiguere,25,0lZmPXttHliraDdVgW1klp,0.777,0.6829999999999999,6,-6.643,1,0.389,0.0754,0.0,0.0431,0.898,159.986,187314,4
217,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,Crazy People (Explicit),24,0z8P62aA70gua9Q3rObMcB,0.958,0.6629999999999999,11,-5.462999999999999,0,0.209,0.0037799999999999995,1.33e-06,0.273,0.868,128.007,224180,4
218,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,Bello,24,1zGOAvoIdprI2abYdTLgtK,0.8540000000000001,0.858,11,-2.323,1,0.147,0.326,0.0,0.0879,0.778,119.928,200640,4
219,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,No Me Niegue,24,2LFpks6FENDbFwzOoo34Va,0.629,0.985,9,-0.31,0,0.0993,0.0991,2.15e-06,0.0682,0.953,145.965,203442,4
220,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,Mujeres,65,6xLvYhLOW2oETJoZv8ChU8,0.835,0.767,1,-5.699,0,0.0686,0.204,7.929999999999999e-05,0.261,0.71,99.97200000000001,187667,4
221,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,"Mujeres (Mozart La Para, Justin Quiles, Farruko, Jowell & Randy) - Remix",63,1AKP5JySgNsr2Y04z1yGHJ,0.81,0.757,1,-5.352,0,0.0599,0.0391,0.000384,0.34600000000000003,0.72,100.00200000000001,236200,4
222,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,Tu Perro,59,3SNhGCcSEpSyi8ImxmatA5,0.6829999999999999,0.927,4,-2.806,0,0.0874,0.0823,3.66e-06,0.5670000000000001,0.9440000000000001,170.035,156969,4
223,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,Bye Bye,56,1CFICGHfnZH6tXVKIYtYJp,0.856,0.9590000000000001,4,-0.511,0,0.0537,0.068,0.00144,0.504,0.955,120.052,196747,4
224,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,Brinquen - Remix,55,4PapVSimy0JvqUU0MoErGg,0.86,0.635,9,-3.9339999999999997,1,0.0742,0.0269,0.0,0.0603,0.389,145.012,291208,4
225,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,12 A 12,53,51kDLGG90kHSjneUGNPmSy,0.5489999999999999,0.9009999999999999,10,-3.5239999999999996,1,0.337,0.33299999999999996,0.0,0.16899999999999998,0.833,88.59100000000001,190400,5
226,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,De Tranquilote - Remix,52,6v0TPwv96FHmd4qXnGMqDK,0.716,0.73,2,-5.926,1,0.0699,0.12,0.0,0.0752,0.888,79.916,180989,4
227,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,Pa' Que Sufran,49,7B0eMeHAMbxbCTamE5us8J,0.716,0.632,7,-7.595,1,0.188,0.281,0.0,0.0617,0.758,192.12400000000002,199000,4
228,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,Los Patrones,41,3XZAJFdEANpxSH7tH7p2RG,0.909,0.905,1,-5.516,1,0.11,0.645,0.0225,0.669,0.736,118.05,289677,4
229,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,El Coribiri,47,52LavlE6CvrGJ3jEmJmkOu,0.8170000000000001,0.8190000000000001,4,-4.14,0,0.207,0.182,7.15e-06,0.155,0.649,108.01,183200,4
230,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,Subete,69,6CWMm2mJOrKyDH4W1X5d06,0.888,0.8640000000000001,10,-2.11,0,0.127,0.609,2.07e-05,0.106,0.77,115.96,224019,4
231,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,Marianela,64,1xvnyke6EOVGi8jmFLDsTN,0.831,0.7609999999999999,8,-6.944,1,0.0579,0.214,0.0219,0.0615,0.7929999999999999,117.009,186723,4
232,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,Muevelo,64,26z79TvxoPoK0B9bq9zn4c,0.63,0.905,3,-5.093999999999999,1,0.21100000000000002,0.168,1.8000000000000001e-06,0.11699999999999999,0.8959999999999999,118.051,203442,4
233,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,El Motorcito,63,1c89Peahzqvhcs9UtiT879,0.904,0.723,10,-7.841,1,0.115,0.0575,0.145,0.308,0.826,118.014,169293,4
234,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,Mojadero,61,5uNOpdHMpFV9RxZ0qgNGcD,0.736,0.96,11,-3.835,0,0.0533,0.0545,0.163,0.24,0.833,117.014,235897,4
235,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,El Motorcito - Remix,56,4kY5HMYgRgvHkdGtpdXcAs,0.887,0.87,10,-5.341,1,0.0644,0.131,0.0032,0.13,0.899,118.007,211000,4
236,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,5 Mujeres,55,12IF1N3EbqgvRZweMJHAVO,0.797,0.9420000000000001,1,-1.943,1,0.139,0.5489999999999999,1.47e-05,0.27399999999999997,0.8320000000000001,120.038,209000,4
237,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,La Resbalosa,55,7i4AXtCkZJXbJFBIUiyzhy,0.807,0.9279999999999999,11,-3.177,0,0.152,0.172,0.00271,0.348,0.9179999999999999,122.01299999999999,207960,4
238,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,Prendi,47,38FFVJJUFMn0D5jS2H32FH,0.8340000000000001,0.925,6,-1.7830000000000001,0,0.0707,0.5529999999999999,0.0152,0.23399999999999999,0.7979999999999999,117.98700000000001,205893,4
239,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,Brum Brum,47,4HTCabvW8ANhqDkDexedzE,0.903,0.873,1,-6.8,1,0.0856,0.27,1.1400000000000001e-05,0.268,0.897,117.958,172878,4
240,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Esa Flaca,57,7ovS5qI1vRYvcjG5jDh09a,0.871,0.943,6,0.985,1,0.0971,0.316,0.0263,0.0746,0.718,123.98200000000001,191660,4
241,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Ven - Remix,51,34DEq4NjmD2V5OOfUhVbwf,0.925,0.8909999999999999,6,-2.6489999999999996,1,0.0705,0.28800000000000003,1.9e-05,0.0449,0.9420000000000001,124.06200000000001,184398,4
242,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Ven,47,2edWJMHnqmf9RnLKcLfKes,0.879,0.9390000000000001,6,-2.017,0,0.0498,0.19399999999999998,0.000602,0.259,0.961,124.037,169404,4
243,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,La Peluca,47,7AxEtufMoqGZNXpBNDidB9,0.9179999999999999,0.748,10,-3.318,1,0.0611,0.105,0.000229,0.0651,0.846,121.993,178573,4
244,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Hay Problema,44,0tONGbNBS0rXrskRP8HT3U,0.826,0.866,2,-3.287,0,0.078,0.10099999999999999,0.000359,0.0586,0.9640000000000001,129.99200000000002,164336,4
245,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Pin Pon,41,31TbxlC1DooqeAK547rnMD,0.904,0.85,1,-3.335,1,0.0525,0.0815,6.13e-05,0.0908,0.595,117.992,196702,4
246,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Pa Que Aguante Eta,43,1zdPE06w06CYsHFO4S4FnX,0.635,0.9390000000000001,3,-3.35,1,0.14300000000000002,0.132,0.0001,0.247,0.83,126.976,181577,4
247,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Guayabu,41,7nlUPqJJ4LE1vYb5BXt2tT,0.909,0.8420000000000001,9,-2.7230000000000003,1,0.0613,0.10400000000000001,0.0,0.185,0.855,120.006,182544,4
248,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,En Papel de Regalo,40,67onFaW8i95edbn90nRo8d,0.8220000000000001,0.8959999999999999,6,-3.9019999999999997,1,0.0566,0.158,0.13699999999999998,0.0823,0.715,120.046,170444,4
249,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Me Voy,38,7LplbuDlZWbSDXiLjK846s,0.9309999999999999,0.748,4,-4.2780000000000005,0,0.0872,0.13699999999999998,0.000533,0.0679,0.961,121.994,175125,4
250,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,Superman Sin Capa,51,7enqOzlUkUH0M1tHYwRTYO,0.88,0.9059999999999999,4,-1.4609999999999999,0,0.0809,0.0992,1.26e-05,0.136,0.5429999999999999,115.01899999999999,230258,4
251,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,La Envidia,47,4iSS8RdAykVEpJY5pbjwQH,0.8909999999999999,0.585,10,-3.572,0,0.345,0.0758,1.28e-05,0.654,0.13,118.03200000000001,194795,4
252,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,Bora Bora,46,7zORehpxrrwAyrLzOkUSX5,0.606,0.8440000000000001,7,-4.234,1,0.303,0.0998,0.000455,0.31,0.636,150.306,169587,5
253,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,#Deputamadre,45,2YP8yaq7kdVD7Yq3bVyoi6,0.821,0.7440000000000001,1,-6.557,0,0.11699999999999999,0.17800000000000002,1.27e-06,0.0707,0.762,92.01899999999999,166752,4
254,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,Debarata,41,6GIYQislFlJUJFYHG7Fijl,0.531,0.855,6,-6.771,1,0.184,0.0545,0.785,0.10400000000000001,0.946,153.27200000000002,201080,3
255,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,Te Lo Vamo a Da,40,15TcdGsX08XSZ4B8hXN2sy,0.871,0.9129999999999999,10,-1.815,0,0.12300000000000001,0.413,1.32e-05,0.0525,0.877,117.99,195734,4
256,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,Cuando Bebo,39,7HEEmTfwfM56sSZd6glbZH,0.846,0.904,11,0.159,0,0.19,0.0197,0.0,0.46799999999999997,0.736,117.014,234373,4
257,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,"Super Sin Capa (Remix) [feat. Secreto El Famoso Bibero, Lirico En La Casa, Musicologo & Bulova]",39,5EAzOhzM3pEnfASMteI0Zo,0.871,0.7390000000000001,11,-6.956,1,0.0617,0.0314,3.45e-05,0.124,0.303,115.059,313728,4
258,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,Pegamelo,37,4uXnOZ4NA3yMRnTOIvOB78,0.604,0.8809999999999999,1,-2.028,1,0.12300000000000001,0.135,0.000151,0.645,0.9179999999999999,120.012,149433,4
259,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,De Boca,34,2VaYsYUBZZfj8nLyQxnGCs,0.85,0.924,1,-2.681,1,0.0785,0.109,0.0038299999999999996,0.33,0.9109999999999999,119.01899999999999,183535,4
260,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,What a Bam Bam,45,0l6REfKf0k4aX5UsLIXEhe,0.812,0.7490000000000001,0,-3.554,1,0.04,0.17800000000000002,0.0,0.0769,0.502,104.04700000000001,188973,4
261,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,Insecure,37,1WRXkAyxiHGMIwfay2oNCB,0.483,0.685,10,-3.2319999999999998,0,0.174,0.369,0.0,0.0817,0.546,185.502,191907,4
262,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,Celebra (feat. Messiah),28,3QPbeGHUNRwQ6105TXxOKT,0.703,0.705,6,-4.91,0,0.11,0.125,0.0,0.2,0.5539999999999999,104.66799999999999,232933,4
263,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,Balloons,34,5ZB9tmvoSNYDoogZUES5bl,0.588,0.914,9,-5.088,0,0.324,0.14,0.000193,0.0286,0.79,120.999,201053,4
264,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,Se Que Soy,31,4ooiBtUGwntacxCef7LAPS,0.7709999999999999,0.7559999999999999,6,-6.811,0,0.141,0.113,0.0,0.0743,0.515,176.00099999999998,211040,4
265,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,There's No Way,30,5T56yynriYCiX1Qnas0Cyp,0.8420000000000001,0.8340000000000001,7,-7.069,0,0.0649,0.0836,0.000123,0.0997,0.871,93.988,165957,4
266,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,"Ayy (with Jowell & Randy, Fuego, El Negro 5 Estrellas, Ricky Lindo & Doble T Y El Crok Los Pepes) - EDB Original Mix",28,5tWN4Msieh8dlafzulfXAk,0.868,0.823,1,-5.843999999999999,1,0.237,0.0809,4.05e-06,0.35,0.711,129.96,363987,4
267,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,Don't Do It,22,1L43RxEjAXTvSQoQdRBETS,0.898,0.958,6,-5.632999999999999,0,0.28300000000000003,0.15,3.74e-06,0.648,0.607,133.018,158613,4
268,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,Dutty Wine,20,5xRCm3d8IlbrdOabaD9QiL,0.555,0.725,1,-6.648,0,0.075,0.0665,0.0,0.0926,0.5479999999999999,98.976,153574,4
269,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,Otro Amor (Remix),19,2kItnxFZAvtGi0KHQxElUL,0.7559999999999999,0.976,6,-3.068,0,0.0628,0.395,0.00911,0.311,0.887,125.984,226325,4
270,Bulova,61,6NAhbfEqeWELwfjH391Vz0,"Hoy Me Desacato (Dale Pipo Remix) (feat. Nacho, Noriel & El Alfa)",63,6oCZE1hdCEac5NnqMUotjh,0.9179999999999999,0.885,1,-3.844,1,0.0666,0.115,0.0,0.226,0.8190000000000001,119.95700000000001,310047,4
271,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Dando,57,0kEzIodWrEDtpKS0EYI99X,0.7909999999999999,0.691,7,-7.505,1,0.0595,0.013999999999999999,0.0,0.159,0.6579999999999999,116.984,193974,4
272,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Ven - Remix,51,34DEq4NjmD2V5OOfUhVbwf,0.925,0.8909999999999999,6,-2.6489999999999996,1,0.0705,0.28800000000000003,1.9e-05,0.0449,0.9420000000000001,124.06200000000001,184398,4
273,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Los Pomposo,49,6VrOzFtjAylmaRV5OsCFeo,0.9,0.774,8,-4.31,1,0.11800000000000001,0.09699999999999999,8.52e-06,0.27899999999999997,0.784,125.00200000000001,164165,4
274,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Hoy Me Desacato,48,7AjhX1xGxAaaogwOchMGU0,0.929,0.738,10,-4.297,0,0.115,0.102,0.0,0.19,0.759,120.01100000000001,162534,4
275,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Siga Boyando,47,3pfmXyxD0SzpVVMjK57x1r,0.629,0.883,1,-4.882,1,0.25,0.248,0.00017900000000000001,0.32899999999999996,0.6,134.641,250510,4
276,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Mente de Pecao - Remix,46,7uyM5A5BWpLB6n0z1maIon,0.815,0.8140000000000001,1,-3.891,1,0.13,0.41,0.000368,0.575,0.774,106.09299999999999,200088,4
277,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Prende,45,6quVCnxdU0UJR9MvErl0eG,0.892,0.6629999999999999,7,-7.688,1,0.16,0.00967,0.122,0.0631,0.434,119.99700000000001,182500,4
278,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Dale Su Banda (feat. Chimbala),43,2QUJUWfD2Ko6bMi4h0RkiT,0.816,0.903,2,-2.318,1,0.11599999999999999,0.4,0.0,0.10300000000000001,0.7879999999999999,115.185,187298,4
279,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Baila,43,1TaUwFWotv4lfu2E78BxPd,0.912,0.831,1,-3.562,1,0.0826,0.0651,0.0,0.0373,0.905,120.02799999999999,166060,4
280,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,Dejen Su Loquera,57,0cRdPQhJwgKl2NEvtjUaz7,0.846,0.8740000000000001,2,-2.998,1,0.141,0.0409,0.0048,0.359,0.8440000000000001,115.941,177972,4
281,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,El Carton,51,68QTlXvLrJp3wtP57QSjfg,0.935,0.7709999999999999,11,-2.479,1,0.132,0.0414,0.0012,0.845,0.8440000000000001,132.076,195892,4
282,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,Tembeleke,45,3xULsKQSIkr16oORbAnKxu,0.888,0.7120000000000001,10,-6.322,0,0.127,0.0476,0.0342,0.0479,0.5489999999999999,130.989,196031,4
283,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,Ella Eh!,41,23iuxSWGOfiAhuIK6SjFoS,0.841,0.8140000000000001,4,-4.909,0,0.0807,0.0173,0.0272,0.35,0.7759999999999999,119.006,161347,4
284,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,Te Fuite,38,1bsEYSP9Ei6uAdvmdEJ3VL,0.684,0.8859999999999999,2,-4.303999999999999,1,0.109,0.0282,0.0978,0.51,0.629,165.018,205558,4
285,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,La Pampara Navideña 2019,33,4FiChqPkftUVeZYDXA8VBq,0.89,0.659,11,-8.773,0,0.198,0.00614,0.0,0.521,0.758,119.99600000000001,362057,4
286,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,Yo No Queria Engañarte,32,5OMhbKgpYz1jKEqRU9kfzm,0.596,0.805,8,-3.41,1,0.14,0.223,0.0,0.28300000000000003,0.701,86.305,185462,4
287,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,La Lipo,24,5iSYX7LcCEr4VWTJLuTLfa,0.8109999999999999,0.831,0,-2.543,1,0.069,0.114,0.0,0.142,0.9,101.016,216294,4
288,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,Baile Del Bikini,23,5Sx7IJpAbWcFb02HXTTCcX,0.7759999999999999,0.635,10,-7.745,0,0.0693,0.36200000000000004,0.00921,0.0662,0.703,110.012,165818,4
289,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,Sacala Pa Ve,23,5jwkujpQcv9EyqQGDgi4bL,0.613,0.5670000000000001,11,-5.843,0,0.187,0.0354,0.00125,0.11699999999999999,0.836,150.344,169038,5
290,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Donde Están,41,58SUXI4rmBCfNkQEk9kbsh,0.748,0.74,0,-5.072,1,0.179,0.085,0.0,0.0885,0.648,92.00200000000001,266292,4
291,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Se Te Apago La Luz,37,01x1x08CxWHLBl6YxZMf0z,0.53,0.753,11,-6.939,0,0.233,0.465,0.0,0.24600000000000002,0.5579999999999999,148.892,207200,4
292,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Salgo Sola (feat. Mestiza),36,5YRPfgu3cwVZO2p0SRcb92,0.893,0.639,2,-5.251,1,0.21600000000000003,0.14400000000000002,0.00863,0.0447,0.341,122.045,200656,4
293,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Capea el Dough 2k14,35,7kIP60tCZ6XlAtSbJjGlhU,0.735,0.78,0,-6.154,1,0.381,0.337,0.0,0.349,0.826,98.057,707595,4
294,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Capea El Dough 2k17,33,3SOY1DKorxsNPreFiuPwZ1,0.769,0.86,0,-3.341,1,0.375,0.345,0.0,0.65,0.833,98.044,370338,4
295,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Me Quiere a Mi (feat. Heidy Brown),31,1DiYU1iQR0bJjQ8Y9faBa8,0.782,0.5589999999999999,1,-5.6370000000000005,1,0.113,0.0235,0.0,0.0813,0.965,140.001,229069,4
296,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,E'te Niño,29,5EeXNlEZeoherDmWAr3Nkl,0.7190000000000001,0.314,9,-12.251,1,0.34299999999999997,0.502,4.81e-06,0.11,0.486,177.97799999999998,173933,4
297,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Cuando Salimos,29,0SnLkO6RfRabs9WPLnP20P,0.858,0.655,1,-5.898,1,0.18899999999999997,0.27899999999999997,0.00022999999999999998,0.106,0.49200000000000005,136.945,200584,4
298,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Si No Te Amara,24,0Wgh1XUbVf2Hd5DdIeRgff,0.915,0.674,11,-3.627,0,0.0468,0.366,6.49e-06,0.18600000000000003,0.687,127.03399999999999,199842,4
299,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,IDGAF,25,3wsmLKP2S3BG4xLoAeLVaI,0.851,0.48200000000000004,1,-9.836,0,0.16,0.0334,0.0019100000000000002,0.0859,0.5,142.007,156433,4
300,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Ponme to Eso Pa Lante,46,7HNX5ap83jCLeWODW6CU2m,0.9229999999999999,0.9279999999999999,10,-1.624,0,0.0977,0.384,0.0148,0.321,0.562,113.01700000000001,167787,4
301,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,La Malondra (Bella Ciao),41,2Du0czDUGHDzOUQdgmGtnL,0.963,0.594,2,-5.337000000000001,0,0.26899999999999996,0.0578,0.0,0.0938,0.93,129.946,157431,4
302,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Pompi Pa Atra,35,0McSaca6iqz8c8Npd3xcRt,0.8690000000000001,0.703,8,-4.595,1,0.0695,0.10099999999999999,0.00465,0.155,0.768,127.992,146511,4
303,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Al Final Pa' Que,32,3iLJ7ow6gwX33qU9KPbFbS,0.919,0.695,4,-7.415,0,0.153,0.0533,0.002,0.0682,0.764,119.979,192168,4
304,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Cual Es Tu Coro,30,7ImY7rQI4nTJbfryeGpoj7,0.914,0.672,0,-6.064,1,0.151,0.0223,0.00555,0.18100000000000002,0.395,109.921,207520,4
305,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Llegale a Lo Codigo,25,5Yc6RFntdrthCCVxufTMB4,0.9390000000000001,0.884,0,-1.127,1,0.146,0.0261,8.540000000000002e-05,0.109,0.96,115.07,179576,4
306,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Envidia,24,10VoBA1TnZ9z4h9Y079aH0,0.83,0.823,11,-4.052,1,0.0531,0.0321,2.54e-05,0.0706,0.845,122.98299999999999,191219,4
307,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Maquinita de Coser,23,5ceBiIckwhWQKOSm48pZsk,0.879,0.733,4,-6.085,0,0.0926,0.000454,0.12300000000000001,0.11900000000000001,0.613,111.99799999999999,203778,4
308,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Galactico,22,2qeyFMCqIQfcg9Nu77jBTX,0.94,0.8220000000000001,7,-2.8280000000000003,1,0.193,0.244,5.3400000000000004e-05,0.853,0.6729999999999999,116.993,180144,4
309,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Tu No Sabe de Eso,21,14vjDzzcssOoPYDHTDLSgQ,0.894,0.8420000000000001,11,-2.265,0,0.195,0.0963,7.92e-06,0.0869,0.8959999999999999,118.03399999999999,198096,4
310,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,Deja De Hablar De Mí,53,3HJTnmKDiitSKMPmCEYHQT,0.953,0.581,7,-4.383,1,0.243,0.017,8.94e-05,0.17,0.8740000000000001,122.02799999999999,200667,4
311,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,Rapidito,52,3ZJ1F8QrGVN6uz9HTF4Mrg,0.887,0.82,11,-3.449,1,0.21600000000000003,0.213,0.0,0.16899999999999998,0.6779999999999999,107.961,170000,4
312,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,Domingo,48,5PeheEgPSODBOxPDO4a6QD,0.956,0.7609999999999999,10,-2.702,0,0.23,0.11,3.3100000000000005e-05,0.133,0.602,120.04299999999999,178026,4
313,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,La Envidia,47,4iSS8RdAykVEpJY5pbjwQH,0.8909999999999999,0.585,10,-3.572,0,0.345,0.0758,1.28e-05,0.654,0.13,118.03200000000001,194795,4
314,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,Que Me Diran,47,7u7wa5ElLqFlunGtvUniJv,0.885,0.769,1,-3.04,1,0.0795,0.0482,0.000196,0.607,0.76,109.965,185212,4
315,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,El Mudo - Remix,46,6NFYM779eoWZ59OOMi1qLp,0.917,0.823,1,-3.572,1,0.0764,0.185,0.000168,0.223,0.9259999999999999,107.016,234953,4
316,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,A Caco,40,3xs7dWQGp8HujcFjsK5vEU,0.9159999999999999,0.804,7,-2.97,1,0.10400000000000001,0.00562,0.0,0.0627,0.754,114.99799999999999,178467,4
317,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,Te Siento En Para,36,622NSQy3ZLW4MtimvW1NlN,0.6940000000000001,0.863,1,-4.0680000000000005,1,0.289,0.0158,0.000273,0.0695,0.938,122.059,198653,4
